"k","signal_cluster","cluster_ordered","signal_mode","beta","summary_type","GLaD_0.5_unweighted","GLaD_0.5_weighted","GLaD_1_unweighted","GLaD_1_weighted","GUniFrac","aitchison","bray","euclidean","jaccard","unifrac_unweighted","unifrac_weighted_phyloseq"
12,2,1,"abundance",0.05,"power",0.06,0.14,0.04,0.11,0.11,0.07,0.1,0.11,0.13,0.05,0.14
12,2,1,"abundance",0.1,"power",0.04,0.03,0.09,0.03,0.05,0.02,0.04,0.02,0.03,0.05,0.05
12,2,1,"abundance",0.15,"power",0.06,0.17,0.06,0.12,0.1,0.06,0.07,0.02,0.08,0.06,0.11
12,2,1,"abundance",0.2,"power",0.05,0.16,0.04,0.15,0.11,0.08,0.11,0.05,0.12,0.06,0.17
12,2,1,"abundance",0.25,"power",0.01,0.14,0.02,0.16,0.13,0.02,0.08,0.08,0.07,0.02,0.15
12,2,1,"abundance",0.3,"power",0.07,0.3,0.05,0.24,0.21,0.08,0.13,0.11,0.13,0.06,0.25
12,2,1,"abundance",0.35,"power",0.05,0.33,0.04,0.32,0.21,0.08,0.16,0.12,0.18,0.05,0.32
12,2,1,"abundance",0.4,"power",0.06,0.37,0.07,0.42,0.33,0.07,0.3,0.18,0.3,0.05,0.37
12,2,1,"abundance",0.45,"power",0.06,0.6,0.04,0.63,0.48,0.07,0.32,0.24,0.33,0.05,0.57
12,2,1,"abundance",0.5,"power",0.06,0.61,0.09,0.61,0.56,0.05,0.45,0.34,0.41,0.08,0.59
12,2,1,"abundance",0.55,"power",0.05,0.75,0.05,0.73,0.61,0.07,0.55,0.48,0.56,0.06,0.73
12,2,1,"abundance",0.6,"power",0.03,0.74,0.05,0.75,0.7,0.07,0.61,0.5,0.58,0.06,0.75
12,2,1,"both",0.05,"power",0.03,0.08,0.03,0.07,0.04,0.05,0.07,0.06,0.07,0.01,0.06
12,2,1,"both",0.1,"power",0.02,0.04,0.06,0.05,0.06,0.03,0.07,0.04,0.05,0.02,0.06
12,2,1,"both",0.15,"power",0.04,0.12,0.04,0.1,0.11,0.01,0.09,0.1,0.11,0.02,0.11
12,2,1,"both",0.2,"power",0.09,0.15,0.04,0.14,0.13,0.07,0.06,0.09,0.06,0.04,0.1
12,2,1,"both",0.25,"power",0.09,0.26,0.07,0.27,0.19,0.16,0.13,0.1,0.13,0.08,0.28
12,2,1,"both",0.3,"power",0.09,0.34,0.07,0.35,0.29,0.11,0.19,0.13,0.19,0.06,0.33
12,2,1,"both",0.35,"power",0.06,0.38,0.04,0.37,0.34,0.21,0.26,0.16,0.23,0.08,0.35
12,2,1,"both",0.4,"power",0.15,0.61,0.07,0.61,0.63,0.25,0.33,0.18,0.32,0.12,0.66
12,2,1,"both",0.45,"power",0.21,0.74,0.11,0.72,0.7,0.35,0.47,0.32,0.47,0.17,0.73
12,2,1,"both",0.5,"power",0.28,0.78,0.1,0.74,0.83,0.45,0.59,0.32,0.56,0.24,0.8
12,2,1,"both",0.55,"power",0.28,0.83,0.13,0.84,0.81,0.53,0.65,0.37,0.64,0.22,0.85
12,2,1,"both",0.6,"power",0.37,0.87,0.11,0.86,0.98,0.7,0.77,0.4,0.78,0.28,0.92
12,2,1,"prevalence",0.05,"power",0.03,0.03,0.06,0.02,0.05,0.05,0.04,0.03,0.04,0.03,0.02
12,2,1,"prevalence",0.1,"power",0.01,0.03,0.03,0.03,0.02,0.01,0.04,0.07,0.06,0.03,0.01
12,2,1,"prevalence",0.15,"power",0.05,0.1,0.07,0.09,0.08,0.04,0.06,0.06,0.06,0.02,0.11
12,2,1,"prevalence",0.2,"power",0.05,0.02,0.04,0.02,0.06,0.05,0.08,0.03,0.07,0.05,0.02
12,2,1,"prevalence",0.25,"power",0.13,0.08,0.08,0.07,0.03,0.07,0.07,0.04,0.07,0.09,0.04
12,2,1,"prevalence",0.3,"power",0.11,0.04,0.04,0.08,0.05,0.1,0.05,0.03,0.05,0.07,0.04
12,2,1,"prevalence",0.35,"power",0.13,0.05,0.1,0.02,0.06,0.08,0.03,0.04,0.02,0.09,0.06
12,2,1,"prevalence",0.4,"power",0.08,0.02,0.08,0.06,0.04,0.1,0.05,0.03,0.04,0.07,0.04
12,2,1,"prevalence",0.45,"power",0.16,0.07,0.11,0.09,0.06,0.15,0.07,0.05,0.08,0.16,0.05
12,2,1,"prevalence",0.5,"power",0.28,0.04,0.08,0.05,0.08,0.24,0.09,0.07,0.08,0.24,0.02
12,2,1,"prevalence",0.55,"power",0.3,0.08,0.12,0.09,0.08,0.28,0.05,0.04,0.05,0.21,0.07
12,2,1,"prevalence",0.6,"power",0.44,0.05,0.14,0.06,0.06,0.31,0.07,0.08,0.07,0.37,0.04
12,3,12,"abundance",0.05,"power",0.02,0.09,0.04,0.07,0.02,0.03,0.05,0.08,0.05,0.05,0.08
12,3,12,"abundance",0.1,"power",0.06,0.06,0.06,0.06,0.08,0.08,0.05,0.09,0.06,0.07,0.06
12,3,12,"abundance",0.15,"power",0.04,0.07,0.03,0.07,0.03,0.02,0.04,0.06,0.05,0.03,0.04
12,3,12,"abundance",0.2,"power",0.03,0.05,0.06,0.03,0.05,0.08,0.05,0.04,0.05,0.05,0.07
12,3,12,"abundance",0.25,"power",0.07,0.02,0.05,0.02,0.03,0.06,0.05,0.05,0.06,0.08,0.03
12,3,12,"abundance",0.3,"power",0.03,0.05,0.05,0.06,0.03,0.06,0.02,0.01,0.01,0.04,0.03
12,3,12,"abundance",0.35,"power",0.07,0.07,0.03,0.09,0.08,0.09,0.07,0.05,0.07,0.08,0.07
12,3,12,"abundance",0.4,"power",0.09,0.04,0.06,0.06,0.06,0.03,0.03,0.04,0.01,0.07,0.05
12,3,12,"abundance",0.45,"power",0.08,0.05,0.02,0.09,0.05,0.08,0.03,0.04,0.03,0.08,0.06
12,3,12,"abundance",0.5,"power",0.04,0.12,0.05,0.09,0.09,0.03,0.06,0.07,0.05,0.04,0.07
12,3,12,"abundance",0.55,"power",0.07,0.09,0.06,0.08,0.09,0.07,0.04,0.06,0.04,0.04,0.1
12,3,12,"abundance",0.6,"power",0.05,0.05,0.06,0.06,0.05,0.05,0.06,0.07,0.06,0.03,0.05
12,3,12,"both",0.05,"power",0.03,0.09,0.05,0.1,0.06,0.07,0.09,0.09,0.12,0.05,0.1
12,3,12,"both",0.1,"power",0.05,0.07,0.05,0.07,0.08,0.08,0.07,0.04,0.06,0.08,0.04
12,3,12,"both",0.15,"power",0.02,0.06,0.05,0.07,0.06,0.03,0.04,0.07,0.05,0.03,0.08
12,3,12,"both",0.2,"power",0.09,0.05,0.07,0.06,0.05,0.06,0.09,0.1,0.06,0.09,0.05
12,3,12,"both",0.25,"power",0.1,0.03,0.04,0.03,0.04,0.08,0.03,0.05,0.03,0.12,0.04
12,3,12,"both",0.3,"power",0.06,0.04,0.03,0.03,0.04,0.06,0.03,0.06,0.04,0.08,0.02
12,3,12,"both",0.35,"power",0.18,0.04,0.07,0.04,0.12,0.13,0.09,0.04,0.07,0.23,0.09
12,3,12,"both",0.4,"power",0.17,0.04,0.05,0.03,0.15,0.17,0.06,0.05,0.07,0.27,0.06
12,3,12,"both",0.45,"power",0.21,0.03,0.1,0.03,0.19,0.2,0.11,0.05,0.12,0.37,0.08
12,3,12,"both",0.5,"power",0.19,0.04,0.11,0.03,0.22,0.13,0.06,0.06,0.04,0.4,0.08
12,3,12,"both",0.55,"power",0.33,0.12,0.08,0.05,0.35,0.23,0.12,0.04,0.12,0.56,0.18
12,3,12,"both",0.6,"power",0.29,0.04,0.13,0.04,0.44,0.27,0.05,0.04,0.05,0.66,0.13
12,3,12,"prevalence",0.05,"power",0.04,0.09,0.05,0.08,0.07,0.03,0.08,0.07,0.07,0.04,0.06
12,3,12,"prevalence",0.1,"power",0.08,0.08,0.03,0.08,0.05,0.03,0.04,0.06,0.03,0.06,0.06
12,3,12,"prevalence",0.15,"power",0.07,0.05,0.05,0.02,0.04,0.07,0.05,0.06,0.04,0.11,0.05
12,3,12,"prevalence",0.2,"power",0.07,0.04,0.06,0.04,0.08,0.06,0.06,0.05,0.04,0.11,0.06
12,3,12,"prevalence",0.25,"power",0.04,0.08,0.07,0.05,0.05,0.02,0.07,0.05,0.08,0.03,0.07
12,3,12,"prevalence",0.3,"power",0.13,0.07,0.06,0.07,0.08,0.1,0.08,0.06,0.09,0.21,0.09
12,3,12,"prevalence",0.35,"power",0.17,0.03,0.08,0.03,0.03,0.06,0.04,0.04,0.04,0.22,0.01
12,3,12,"prevalence",0.4,"power",0.12,0.01,0.12,0,0.04,0.08,0.04,0.04,0.03,0.24,0.03
12,3,12,"prevalence",0.45,"power",0.13,0.08,0.06,0.09,0.07,0.08,0.03,0.01,0.03,0.3,0.05
12,3,12,"prevalence",0.5,"power",0.17,0.05,0.06,0.05,0.06,0.09,0.03,0.04,0.03,0.39,0.08
12,3,12,"prevalence",0.55,"power",0.32,0.01,0.21,0.02,0.1,0.15,0.07,0.01,0.05,0.56,0.01
12,3,12,"prevalence",0.6,"power",0.36,0.05,0.19,0.06,0.12,0.12,0.1,0.08,0.09,0.65,0.07
12,4,3,"abundance",0.05,"power",0.04,0.04,0.06,0.05,0.02,0.01,0,0.04,0.02,0.03,0.03
12,4,3,"abundance",0.1,"power",0.08,0.05,0.06,0.05,0.03,0.07,0.04,0.07,0.04,0.1,0.04
12,4,3,"abundance",0.15,"power",0.08,0.07,0.08,0.04,0.07,0.05,0.09,0.07,0.09,0.08,0.06
12,4,3,"abundance",0.2,"power",0.04,0.03,0.04,0.03,0.08,0.07,0.05,0.04,0.04,0.02,0.09
12,4,3,"abundance",0.25,"power",0,0.06,0.06,0.07,0.09,0.04,0.07,0.06,0.06,0.03,0.08
12,4,3,"abundance",0.3,"power",0.09,0.09,0.08,0.1,0.11,0.04,0.06,0.08,0.06,0.07,0.13
12,4,3,"abundance",0.35,"power",0.04,0.12,0.05,0.09,0.2,0.05,0.07,0.11,0.08,0.02,0.21
12,4,3,"abundance",0.4,"power",0.08,0.12,0.07,0.09,0.15,0.04,0.15,0.1,0.12,0.06,0.18
12,4,3,"abundance",0.45,"power",0.06,0.11,0.06,0.07,0.16,0.05,0.09,0.08,0.09,0.07,0.2
12,4,3,"abundance",0.5,"power",0.07,0.25,0.07,0.13,0.34,0.06,0.16,0.1,0.18,0.08,0.35
12,4,3,"abundance",0.55,"power",0.07,0.27,0.03,0.13,0.46,0.08,0.25,0.22,0.24,0.06,0.46
12,4,3,"abundance",0.6,"power",0.05,0.29,0.07,0.18,0.41,0.06,0.19,0.13,0.18,0.06,0.41
12,4,3,"both",0.05,"power",0.03,0.02,0.02,0.02,0.06,0.08,0.06,0.04,0.04,0.05,0.05
12,4,3,"both",0.1,"power",0.07,0.06,0.07,0.05,0.06,0.02,0.08,0.06,0.08,0.03,0.06
12,4,3,"both",0.15,"power",0.08,0.09,0.05,0.05,0.09,0.05,0.04,0.06,0.04,0.11,0.09
12,4,3,"both",0.2,"power",0.03,0.08,0.06,0.1,0.03,0.02,0.04,0.04,0.02,0.05,0.08
12,4,3,"both",0.25,"power",0.03,0.08,0.07,0.05,0.16,0.07,0.07,0.05,0.06,0.03,0.14
12,4,3,"both",0.3,"power",0.13,0.07,0.07,0.05,0.19,0.17,0.06,0.03,0.06,0.11,0.16
12,4,3,"both",0.35,"power",0.11,0.16,0.07,0.1,0.27,0.2,0.09,0.06,0.11,0.05,0.28
12,4,3,"both",0.4,"power",0.14,0.21,0.1,0.17,0.44,0.19,0.19,0.11,0.21,0.17,0.39
12,4,3,"both",0.45,"power",0.24,0.28,0.08,0.13,0.49,0.17,0.18,0.13,0.14,0.09,0.47
12,4,3,"both",0.5,"power",0.2,0.38,0.12,0.13,0.7,0.28,0.31,0.15,0.27,0.12,0.61
12,4,3,"both",0.55,"power",0.3,0.49,0.14,0.19,0.79,0.35,0.37,0.18,0.31,0.17,0.76
12,4,3,"both",0.6,"power",0.3,0.64,0.11,0.36,0.84,0.44,0.54,0.33,0.5,0.19,0.84
12,4,3,"prevalence",0.05,"power",0.01,0.03,0.03,0.06,0.03,0.04,0.01,0.02,0.02,0.01,0.05
12,4,3,"prevalence",0.1,"power",0.05,0.05,0.03,0.06,0.03,0.05,0.02,0.04,0.03,0.05,0.03
12,4,3,"prevalence",0.15,"power",0.03,0.08,0.06,0.06,0.08,0.07,0.07,0.05,0.07,0.02,0.06
12,4,3,"prevalence",0.2,"power",0.07,0.05,0.08,0.04,0.05,0.03,0.06,0.03,0.07,0.06,0.07
12,4,3,"prevalence",0.25,"power",0.12,0.05,0.04,0.05,0.03,0.05,0.05,0.03,0.06,0.1,0.05
12,4,3,"prevalence",0.3,"power",0.12,0.05,0.06,0.06,0.06,0.09,0.07,0.04,0.09,0.09,0.04
12,4,3,"prevalence",0.35,"power",0.12,0.03,0.05,0.02,0.04,0.1,0.04,0.08,0.04,0.08,0.03
12,4,3,"prevalence",0.4,"power",0.16,0.05,0.08,0.05,0.05,0.08,0.07,0.03,0.05,0.11,0.06
12,4,3,"prevalence",0.45,"power",0.19,0.06,0.1,0.04,0.13,0.1,0.09,0.07,0.1,0.11,0.11
12,4,3,"prevalence",0.5,"power",0.22,0.05,0.08,0.08,0.09,0.12,0.1,0.04,0.09,0.16,0.07
12,4,3,"prevalence",0.55,"power",0.28,0.05,0.05,0.07,0.08,0.15,0.03,0.02,0.05,0.13,0.09
12,4,3,"prevalence",0.6,"power",0.33,0.08,0.07,0.1,0.12,0.16,0.11,0.09,0.09,0.14,0.12
12,5,6,"abundance",0.05,"power",0.03,0.08,0.06,0.05,0.08,0.04,0.06,0.08,0.09,0.03,0.08
12,5,6,"abundance",0.1,"power",0.02,0.07,0.04,0.06,0.09,0.01,0.04,0.05,0.04,0.03,0.06
12,5,6,"abundance",0.15,"power",0.05,0.07,0.03,0.07,0.05,0.05,0.05,0.06,0.05,0.04,0.05
12,5,6,"abundance",0.2,"power",0.05,0.04,0.02,0.05,0.06,0.13,0.05,0.05,0.05,0.06,0.06
12,5,6,"abundance",0.25,"power",0.1,0.04,0.08,0.04,0.07,0.03,0.07,0.08,0.08,0.08,0.07
12,5,6,"abundance",0.3,"power",0.02,0.05,0.03,0.03,0.05,0.03,0.06,0.05,0.05,0,0.04
12,5,6,"abundance",0.35,"power",0.03,0.07,0.09,0.08,0.1,0.03,0.06,0.03,0.06,0.07,0.09
12,5,6,"abundance",0.4,"power",0.07,0.09,0.03,0.07,0.14,0.1,0.14,0.08,0.14,0.05,0.13
12,5,6,"abundance",0.45,"power",0.12,0.09,0.04,0.07,0.14,0.09,0.14,0.1,0.12,0.08,0.13
12,5,6,"abundance",0.5,"power",0.06,0.11,0.02,0.12,0.28,0.08,0.22,0.1,0.19,0.04,0.23
12,5,6,"abundance",0.55,"power",0.08,0.18,0.09,0.15,0.24,0.08,0.2,0.11,0.19,0.08,0.2
12,5,6,"abundance",0.6,"power",0.02,0.09,0.04,0.09,0.26,0.05,0.23,0.14,0.23,0.02,0.22
12,5,6,"both",0.05,"power",0.04,0.04,0.04,0.02,0.11,0.07,0.09,0.05,0.08,0.05,0.05
12,5,6,"both",0.1,"power",0.08,0.08,0.05,0.08,0.09,0.08,0.06,0.02,0.06,0.08,0.08
12,5,6,"both",0.15,"power",0.06,0.06,0.07,0.05,0.05,0.06,0.05,0.07,0.05,0.06,0.03
12,5,6,"both",0.2,"power",0.04,0.06,0.03,0.05,0.07,0,0.09,0.05,0.09,0.07,0.08
12,5,6,"both",0.25,"power",0.04,0.06,0.06,0.06,0.1,0.04,0.08,0.05,0.09,0.04,0.09
12,5,6,"both",0.3,"power",0.06,0.06,0.09,0.06,0.14,0.05,0.1,0.08,0.09,0.05,0.1
12,5,6,"both",0.35,"power",0.09,0.07,0.02,0.09,0.12,0.08,0.07,0.07,0.06,0.08,0.09
12,5,6,"both",0.4,"power",0.11,0.07,0.09,0.05,0.24,0.13,0.13,0.06,0.15,0.13,0.12
12,5,6,"both",0.45,"power",0.16,0.11,0.06,0.08,0.35,0.22,0.21,0.11,0.2,0.17,0.18
12,5,6,"both",0.5,"power",0.25,0.06,0.1,0.06,0.34,0.28,0.18,0.1,0.17,0.22,0.13
12,5,6,"both",0.55,"power",0.32,0.05,0.06,0.05,0.49,0.32,0.22,0.09,0.21,0.22,0.23
12,5,6,"both",0.6,"power",0.35,0.15,0.13,0.11,0.66,0.44,0.39,0.15,0.39,0.32,0.31
12,5,6,"prevalence",0.05,"power",0.06,0.09,0.05,0.08,0.07,0.05,0.06,0.07,0.04,0.08,0.06
12,5,6,"prevalence",0.1,"power",0.05,0.07,0.04,0.05,0.06,0.04,0.03,0.09,0.04,0.03,0.05
12,5,6,"prevalence",0.15,"power",0.07,0.1,0.04,0.09,0.08,0.06,0.05,0.1,0.07,0.05,0.08
12,5,6,"prevalence",0.2,"power",0.12,0.05,0.08,0.07,0.06,0.09,0.05,0.04,0.06,0.09,0.06
12,5,6,"prevalence",0.25,"power",0.1,0.01,0.11,0.01,0.03,0.05,0.06,0.02,0.06,0.04,0.03
12,5,6,"prevalence",0.3,"power",0.11,0.05,0.06,0.08,0.06,0.07,0.05,0.08,0.06,0.11,0.04
12,5,6,"prevalence",0.35,"power",0.08,0.06,0.07,0.03,0.05,0.07,0.04,0.02,0.03,0.07,0.07
12,5,6,"prevalence",0.4,"power",0.12,0.04,0.07,0.05,0.08,0.04,0.09,0.04,0.1,0.09,0.05
12,5,6,"prevalence",0.45,"power",0.15,0.05,0.07,0.05,0.05,0.05,0.04,0.04,0.03,0.15,0.06
12,5,6,"prevalence",0.5,"power",0.27,0.01,0.11,0.03,0.04,0.1,0,0.04,0.02,0.24,0.01
12,5,6,"prevalence",0.55,"power",0.26,0.02,0.06,0.05,0.06,0.1,0.06,0.04,0.06,0.18,0.05
12,5,6,"prevalence",0.6,"power",0.42,0.06,0.11,0.05,0.07,0.18,0.06,0.05,0.06,0.32,0.06
12,6,5,"abundance",0.05,"power",0.07,0.08,0.04,0.06,0.06,0.07,0.07,0.06,0.05,0.08,0.08
12,6,5,"abundance",0.1,"power",0.02,0.05,0.05,0.03,0.04,0.02,0.03,0.05,0.03,0.04,0.06
12,6,5,"abundance",0.15,"power",0.07,0.05,0.05,0.06,0.06,0.05,0.05,0.05,0.06,0.07,0.07
12,6,5,"abundance",0.2,"power",0.07,0.05,0.03,0.04,0.02,0.07,0.06,0.03,0.08,0.05,0.05
12,6,5,"abundance",0.25,"power",0.04,0.01,0.05,0.04,0.03,0.07,0.05,0.06,0.05,0.04,0.05
12,6,5,"abundance",0.3,"power",0.04,0.05,0.05,0.03,0.07,0.05,0.05,0.07,0.05,0.05,0.06
12,6,5,"abundance",0.35,"power",0.06,0.07,0.08,0.07,0.09,0.06,0.07,0.07,0.06,0.05,0.08
12,6,5,"abundance",0.4,"power",0.03,0.11,0.05,0.05,0.07,0.03,0.11,0.11,0.11,0.05,0.06
12,6,5,"abundance",0.45,"power",0.03,0.04,0.01,0.03,0.13,0.06,0.1,0.07,0.12,0.03,0.08
12,6,5,"abundance",0.5,"power",0.08,0.07,0.09,0.04,0.07,0.07,0.15,0.09,0.13,0.07,0.06
12,6,5,"abundance",0.55,"power",0.02,0.05,0.04,0.06,0.14,0.05,0.16,0.13,0.14,0.01,0.12
12,6,5,"abundance",0.6,"power",0.02,0.06,0.02,0.02,0.13,0.04,0.25,0.14,0.24,0.01,0.07
12,6,5,"both",0.05,"power",0.03,0.02,0.02,0.02,0.01,0.02,0.04,0.02,0.02,0.05,0.03
12,6,5,"both",0.1,"power",0.05,0.07,0.04,0.06,0.06,0.07,0.08,0.09,0.06,0.06,0.05
12,6,5,"both",0.15,"power",0.06,0.01,0.05,0.01,0.03,0.04,0.04,0.03,0.05,0.05,0.04
12,6,5,"both",0.2,"power",0.09,0.1,0.04,0.08,0.09,0.09,0.11,0.02,0.11,0.08,0.07
12,6,5,"both",0.25,"power",0.05,0.03,0.04,0.05,0.03,0.14,0.06,0.04,0.05,0.04,0.02
12,6,5,"both",0.3,"power",0.07,0.06,0.03,0.06,0.11,0.1,0.07,0.11,0.08,0.05,0.07
12,6,5,"both",0.35,"power",0.11,0.06,0.04,0.06,0.11,0.17,0.1,0.06,0.08,0.08,0.1
12,6,5,"both",0.4,"power",0.15,0.07,0.11,0.04,0.21,0.24,0.19,0.09,0.17,0.13,0.12
12,6,5,"both",0.45,"power",0.13,0.07,0.08,0.09,0.21,0.31,0.25,0.13,0.25,0.13,0.09
12,6,5,"both",0.5,"power",0.3,0.1,0.1,0.04,0.29,0.53,0.32,0.14,0.34,0.18,0.16
12,6,5,"both",0.55,"power",0.29,0.09,0.11,0.07,0.47,0.61,0.33,0.17,0.32,0.18,0.21
12,6,5,"both",0.6,"power",0.33,0.09,0.08,0.03,0.62,0.73,0.48,0.18,0.49,0.27,0.19
12,6,5,"prevalence",0.05,"power",0.06,0.04,0.07,0.05,0.02,0.03,0.01,0.06,0.02,0.03,0.03
12,6,5,"prevalence",0.1,"power",0.03,0.07,0.03,0.08,0.06,0.04,0.06,0.07,0.06,0.06,0.08
12,6,5,"prevalence",0.15,"power",0.08,0.09,0.08,0.04,0.08,0.07,0.12,0.03,0.11,0.07,0.07
12,6,5,"prevalence",0.2,"power",0.08,0.02,0.06,0.02,0.03,0.07,0.02,0.02,0.02,0.13,0.02
12,6,5,"prevalence",0.25,"power",0.07,0.03,0.03,0.02,0.04,0.06,0.02,0.01,0.02,0.07,0.01
12,6,5,"prevalence",0.3,"power",0.1,0.03,0.07,0.04,0.03,0.1,0.03,0.06,0.02,0.05,0.03
12,6,5,"prevalence",0.35,"power",0.11,0.08,0.1,0.08,0.03,0.08,0.04,0.08,0.05,0.09,0.04
12,6,5,"prevalence",0.4,"power",0.15,0.05,0.11,0.07,0.09,0.15,0.05,0.06,0.03,0.13,0.08
12,6,5,"prevalence",0.45,"power",0.15,0.06,0.09,0.05,0.07,0.15,0.05,0.04,0.05,0.16,0.06
12,6,5,"prevalence",0.5,"power",0.21,0.09,0.09,0.05,0.1,0.18,0.09,0.09,0.1,0.16,0.07
12,6,5,"prevalence",0.55,"power",0.24,0.08,0.12,0.08,0.05,0.12,0.01,0.02,0,0.18,0.06
12,6,5,"prevalence",0.6,"power",0.37,0.05,0.12,0.07,0.08,0.19,0.04,0.03,0.03,0.3,0.04
12,7,7,"abundance",0.05,"power",0.04,0.04,0.06,0.03,0,0.05,0.01,0,0.02,0.05,0.03
12,7,7,"abundance",0.1,"power",0.05,0.02,0.09,0,0.04,0.04,0.04,0.04,0.04,0.06,0.04
12,7,7,"abundance",0.15,"power",0.06,0.04,0.03,0.04,0.05,0.05,0.04,0.05,0.04,0.09,0.03
12,7,7,"abundance",0.2,"power",0.08,0.05,0.07,0.07,0.03,0.03,0.06,0.03,0.06,0.05,0.05
12,7,7,"abundance",0.25,"power",0.05,0.05,0.05,0.06,0.05,0.02,0.09,0.06,0.08,0.04,0.06
12,7,7,"abundance",0.3,"power",0.08,0.08,0.07,0.08,0.06,0.07,0.07,0.04,0.04,0.07,0.05
12,7,7,"abundance",0.35,"power",0.05,0.06,0.04,0.05,0.08,0.05,0.06,0.07,0.07,0.05,0.07
12,7,7,"abundance",0.4,"power",0.07,0.06,0.04,0.05,0.11,0.09,0.04,0.06,0.06,0.05,0.09
12,7,7,"abundance",0.45,"power",0.03,0.09,0.05,0.08,0.18,0.04,0.1,0.05,0.08,0.02,0.11
12,7,7,"abundance",0.5,"power",0.07,0.07,0.04,0.05,0.18,0.09,0.1,0.05,0.09,0.08,0.13
12,7,7,"abundance",0.55,"power",0.02,0.06,0.07,0.05,0.21,0.04,0.1,0.04,0.11,0.05,0.08
12,7,7,"abundance",0.6,"power",0.03,0.04,0.04,0.05,0.25,0.03,0.14,0.05,0.17,0.06,0.08
12,7,7,"both",0.05,"power",0.01,0.04,0.04,0.04,0.02,0.04,0.05,0.02,0.06,0.04,0.03
12,7,7,"both",0.1,"power",0.04,0.03,0.03,0.05,0.04,0.06,0,0.05,0.01,0.06,0.03
12,7,7,"both",0.15,"power",0.09,0.02,0.06,0.02,0.05,0.07,0.02,0.03,0.03,0.07,0.03
12,7,7,"both",0.2,"power",0.04,0.03,0.03,0.03,0.05,0.02,0.03,0.06,0.04,0.05,0.02
12,7,7,"both",0.25,"power",0.11,0.07,0.04,0.07,0.06,0.11,0.06,0.04,0.07,0.11,0.07
12,7,7,"both",0.3,"power",0.11,0.03,0.07,0.07,0.07,0.11,0.04,0.06,0.04,0.16,0.06
12,7,7,"both",0.35,"power",0.08,0.06,0.08,0.03,0.15,0.09,0.09,0.06,0.1,0.06,0.07
12,7,7,"both",0.4,"power",0.17,0.05,0.03,0.04,0.19,0.25,0.16,0.12,0.14,0.2,0.1
12,7,7,"both",0.45,"power",0.12,0.12,0.02,0.09,0.2,0.16,0.08,0.06,0.09,0.07,0.13
12,7,7,"both",0.5,"power",0.22,0.09,0.11,0.08,0.39,0.33,0.2,0.1,0.18,0.16,0.19
12,7,7,"both",0.55,"power",0.31,0.11,0.07,0.08,0.48,0.47,0.21,0.05,0.18,0.16,0.2
12,7,7,"both",0.6,"power",0.33,0.08,0.1,0.05,0.61,0.46,0.31,0.1,0.3,0.25,0.3
12,7,7,"prevalence",0.05,"power",0.09,0.07,0.13,0.04,0.04,0.1,0.03,0.02,0.05,0.08,0.03
12,7,7,"prevalence",0.1,"power",0.09,0.07,0.04,0.07,0.07,0.06,0.06,0.08,0.05,0.09,0.07
12,7,7,"prevalence",0.15,"power",0.07,0.05,0.05,0.05,0.04,0.05,0.03,0.03,0.03,0.07,0.04
12,7,7,"prevalence",0.2,"power",0.07,0.03,0.03,0.02,0.02,0.05,0.04,0.05,0.05,0.05,0.01
12,7,7,"prevalence",0.25,"power",0.04,0.06,0.04,0.04,0.08,0.07,0.05,0.04,0.06,0.04,0.06
12,7,7,"prevalence",0.3,"power",0.1,0.06,0.08,0.07,0.03,0.06,0.03,0.03,0.05,0.09,0.05
12,7,7,"prevalence",0.35,"power",0.1,0.06,0.09,0.08,0.05,0.08,0.06,0.08,0.08,0.1,0.06
12,7,7,"prevalence",0.4,"power",0.23,0.08,0.05,0.09,0.08,0.16,0.06,0.06,0.06,0.16,0.08
12,7,7,"prevalence",0.45,"power",0.15,0.05,0.08,0.05,0.12,0.09,0.08,0.04,0.08,0.08,0.09
12,7,7,"prevalence",0.5,"power",0.22,0.03,0.09,0.07,0.05,0.1,0.03,0.04,0.03,0.19,0.05
12,7,7,"prevalence",0.55,"power",0.21,0.03,0.14,0.04,0.08,0.16,0.04,0.08,0.03,0.19,0.05
12,7,7,"prevalence",0.6,"power",0.39,0.04,0.15,0.03,0.05,0.14,0.03,0.01,0.02,0.21,0.02
12,8,11,"abundance",0.05,"power",0.05,0.06,0.03,0.08,0.06,0.05,0.07,0.06,0.09,0.06,0.04
12,8,11,"abundance",0.1,"power",0.05,0.06,0.04,0.06,0.06,0.09,0.06,0.04,0.04,0.03,0.06
12,8,11,"abundance",0.15,"power",0.04,0.04,0.04,0.02,0.02,0.04,0.02,0.02,0,0.06,0.03
12,8,11,"abundance",0.2,"power",0.02,0.04,0.06,0.03,0.06,0.03,0.05,0.02,0.05,0.02,0.04
12,8,11,"abundance",0.25,"power",0.03,0.07,0.07,0.05,0.06,0.04,0.05,0.06,0.05,0.05,0.09
12,8,11,"abundance",0.3,"power",0.05,0.05,0.05,0.05,0.07,0.04,0.05,0.06,0.05,0.04,0.06
12,8,11,"abundance",0.35,"power",0.09,0.04,0.05,0.04,0.1,0.09,0.09,0.08,0.08,0.04,0.04
12,8,11,"abundance",0.4,"power",0.05,0.08,0.05,0.09,0.05,0.04,0.05,0.04,0.05,0.07,0.05
12,8,11,"abundance",0.45,"power",0.07,0.07,0.07,0.07,0.06,0.04,0.02,0.04,0.03,0.06,0.07
