"k","signal_cluster","cluster_ordered","signal_mode","beta","summary_type","GLaD_0.5_unweighted","GLaD_0.5_weighted","GLaD_1_unweighted","GLaD_1_weighted","GUniFrac","aitchison","bray","euclidean","jaccard","unifrac_unweighted","unifrac_weighted_phyloseq"
8,1,4,"abundance",0.5,"power",0.03,0.17,0.06,0.13,0.27,0.06,0.17,0.1,0.18,0.04,0.24
8,1,4,"abundance",0.55,"power",0.05,0.19,0.07,0.2,0.39,0.03,0.23,0.07,0.21,0.03,0.36
8,1,4,"abundance",0.6,"power",0.02,0.32,0.06,0.22,0.52,0.05,0.29,0.17,0.28,0.01,0.45
8,1,4,"both",0.05,"power",0.05,0.08,0.03,0.07,0.1,0.06,0.09,0.09,0.08,0.05,0.08
8,1,4,"both",0.1,"power",0.06,0.1,0.06,0.08,0.05,0.05,0.06,0.03,0.06,0.04,0.05
8,1,4,"both",0.15,"power",0.03,0.05,0.05,0.05,0.06,0.08,0.06,0.07,0.05,0.05,0.05
8,1,4,"both",0.2,"power",0.11,0.09,0.09,0.11,0.15,0.09,0.09,0.09,0.09,0.08,0.12
8,1,4,"both",0.25,"power",0.13,0.04,0.1,0.04,0.16,0.09,0.06,0.06,0.05,0.08,0.06
8,1,4,"both",0.3,"power",0.13,0.1,0.09,0.08,0.25,0.17,0.14,0.05,0.14,0.12,0.18
8,1,4,"both",0.35,"power",0.13,0.12,0.06,0.11,0.34,0.18,0.15,0.11,0.12,0.07,0.26
8,1,4,"both",0.4,"power",0.28,0.25,0.08,0.18,0.5,0.25,0.19,0.12,0.19,0.18,0.35
8,1,4,"both",0.45,"power",0.38,0.27,0.11,0.2,0.72,0.48,0.26,0.11,0.26,0.2,0.56
8,1,4,"both",0.5,"power",0.5,0.41,0.14,0.33,0.86,0.64,0.38,0.17,0.39,0.31,0.69
8,1,4,"both",0.55,"power",0.59,0.45,0.16,0.35,0.9,0.7,0.4,0.2,0.4,0.31,0.68
8,1,4,"both",0.6,"power",0.74,0.57,0.28,0.41,0.98,0.83,0.6,0.22,0.55,0.46,0.88
8,1,4,"prevalence",0.05,"power",0.01,0.05,0.04,0.05,0.03,0.03,0.04,0.07,0.03,0.02,0.04
8,1,4,"prevalence",0.1,"power",0.07,0.06,0.07,0.05,0.07,0.05,0.07,0.07,0.07,0.06,0.06
8,1,4,"prevalence",0.15,"power",0.09,0.07,0.1,0.04,0.04,0.03,0.05,0.06,0.04,0.06,0.07
8,1,4,"prevalence",0.2,"power",0.09,0.09,0.01,0.11,0.08,0.06,0.05,0.08,0.07,0.11,0.08
8,1,4,"prevalence",0.25,"power",0.17,0.05,0.08,0.04,0.06,0.11,0.06,0.05,0.05,0.09,0.07
8,1,4,"prevalence",0.3,"power",0.14,0.01,0.1,0,0.05,0.08,0.02,0.03,0.02,0.1,0.01
8,1,4,"prevalence",0.35,"power",0.18,0.08,0.12,0.09,0.1,0.11,0.08,0.04,0.09,0.09,0.09
8,1,4,"prevalence",0.4,"power",0.28,0.04,0.06,0.03,0.05,0.22,0.06,0.04,0.07,0.17,0.05
8,1,4,"prevalence",0.45,"power",0.45,0.05,0.12,0.04,0.07,0.18,0.05,0.06,0.05,0.23,0.08
8,1,4,"prevalence",0.5,"power",0.4,0.12,0.13,0.08,0.14,0.21,0.06,0.07,0.05,0.24,0.13
8,1,4,"prevalence",0.55,"power",0.65,0.1,0.13,0.09,0.22,0.41,0.1,0.05,0.08,0.42,0.13
8,1,4,"prevalence",0.6,"power",0.78,0.1,0.19,0.1,0.12,0.44,0.11,0.1,0.1,0.55,0.07
8,2,1,"abundance",0.05,"power",0.06,0.02,0.08,0.02,0.02,0.04,0.03,0.05,0.03,0.05,0.03
8,2,1,"abundance",0.1,"power",0.04,0.06,0.06,0.06,0.08,0.07,0.05,0.04,0.04,0.03,0.08
8,2,1,"abundance",0.15,"power",0.04,0.05,0.05,0.07,0.07,0.05,0.12,0.11,0.12,0.08,0.04
8,2,1,"abundance",0.2,"power",0.01,0.19,0.04,0.18,0.11,0.04,0.09,0.1,0.08,0.03,0.18
8,2,1,"abundance",0.25,"power",0.06,0.17,0.04,0.23,0.13,0.07,0.14,0.1,0.13,0.09,0.16
8,2,1,"abundance",0.3,"power",0.09,0.35,0.07,0.36,0.3,0.08,0.16,0.11,0.16,0.08,0.32
8,2,1,"abundance",0.35,"power",0.04,0.33,0.08,0.37,0.3,0.04,0.2,0.12,0.24,0.07,0.33
8,2,1,"abundance",0.4,"power",0.03,0.48,0.01,0.43,0.38,0.06,0.26,0.21,0.25,0.03,0.49
8,2,1,"abundance",0.45,"power",0.01,0.56,0.05,0.6,0.56,0.1,0.35,0.21,0.35,0.04,0.62
8,2,1,"abundance",0.5,"power",0.05,0.75,0.04,0.75,0.67,0.08,0.43,0.27,0.43,0.06,0.74
8,2,1,"abundance",0.55,"power",0.06,0.74,0.07,0.73,0.72,0.13,0.6,0.37,0.6,0.1,0.75
8,2,1,"abundance",0.6,"power",0.03,0.83,0.03,0.85,0.82,0.1,0.7,0.48,0.67,0.04,0.9
8,2,1,"both",0.05,"power",0.09,0.08,0.06,0.08,0.09,0.05,0.06,0.06,0.06,0.04,0.08
8,2,1,"both",0.1,"power",0.07,0.09,0.06,0.06,0.06,0.05,0.05,0.06,0.06,0.09,0.1
8,2,1,"both",0.15,"power",0.08,0.13,0.04,0.15,0.1,0.1,0.14,0.13,0.13,0.07,0.14
8,2,1,"both",0.2,"power",0.09,0.2,0.04,0.24,0.24,0.11,0.09,0.08,0.09,0.07,0.27
8,2,1,"both",0.25,"power",0.07,0.34,0.06,0.35,0.27,0.13,0.14,0.09,0.14,0.06,0.34
8,2,1,"both",0.3,"power",0.19,0.36,0.07,0.37,0.38,0.29,0.19,0.09,0.2,0.14,0.41
8,2,1,"both",0.35,"power",0.17,0.55,0.15,0.57,0.52,0.28,0.24,0.19,0.23,0.1,0.51
8,2,1,"both",0.4,"power",0.32,0.67,0.12,0.67,0.69,0.44,0.39,0.19,0.38,0.21,0.71
8,2,1,"both",0.45,"power",0.33,0.72,0.19,0.73,0.82,0.54,0.61,0.21,0.59,0.2,0.79
8,2,1,"both",0.5,"power",0.44,0.88,0.18,0.91,0.95,0.62,0.69,0.38,0.69,0.2,0.93
8,2,1,"both",0.55,"power",0.6,0.95,0.26,0.95,0.97,0.89,0.77,0.38,0.77,0.36,0.97
8,2,1,"both",0.6,"power",0.73,0.92,0.31,0.92,0.97,0.92,0.89,0.51,0.88,0.39,0.96
8,2,1,"prevalence",0.05,"power",0.02,0.03,0.02,0.05,0.04,0.04,0.04,0.03,0.04,0.02,0.03
8,2,1,"prevalence",0.1,"power",0.05,0.07,0.04,0.06,0.06,0.06,0.07,0.06,0.06,0.06,0.06
8,2,1,"prevalence",0.15,"power",0.02,0.02,0.04,0,0.06,0.02,0.05,0.03,0.05,0.04,0.02
8,2,1,"prevalence",0.2,"power",0.06,0.06,0.07,0.05,0.04,0.05,0.05,0.02,0.04,0.04,0.04
8,2,1,"prevalence",0.25,"power",0.15,0.06,0.09,0.07,0.1,0.13,0.06,0.05,0.05,0.11,0.05
8,2,1,"prevalence",0.3,"power",0.08,0.07,0.03,0.08,0.06,0.09,0.05,0.04,0.05,0.04,0.08
8,2,1,"prevalence",0.35,"power",0.21,0.05,0.13,0.04,0.07,0.18,0.07,0.03,0.07,0.17,0.07
8,2,1,"prevalence",0.4,"power",0.24,0.04,0.15,0.06,0.06,0.15,0.04,0.03,0.03,0.16,0.05
8,2,1,"prevalence",0.45,"power",0.32,0.08,0.13,0.07,0.1,0.23,0.06,0.07,0.06,0.23,0.11
8,2,1,"prevalence",0.5,"power",0.51,0.04,0.18,0.05,0.15,0.35,0.09,0.08,0.09,0.37,0.09
8,2,1,"prevalence",0.55,"power",0.61,0.09,0.21,0.11,0.09,0.36,0.1,0.1,0.12,0.3,0.09
8,2,1,"prevalence",0.6,"power",0.8,0.06,0.3,0.06,0.1,0.56,0.09,0.04,0.08,0.49,0.05
8,3,8,"abundance",0.05,"power",0.06,0.07,0.05,0.04,0.06,0.06,0.06,0.06,0.04,0.05,0.07
8,3,8,"abundance",0.1,"power",0.08,0.04,0.09,0.03,0.06,0.05,0.05,0.05,0.05,0.06,0.04
8,3,8,"abundance",0.15,"power",0.03,0.07,0.05,0.04,0.06,0.04,0.08,0.09,0.06,0.04,0.07
8,3,8,"abundance",0.2,"power",0.1,0.02,0.07,0.03,0.04,0.1,0.02,0.03,0.02,0.11,0.03
8,3,8,"abundance",0.25,"power",0.09,0.03,0.04,0.07,0.05,0.08,0.04,0.04,0.03,0.05,0.05
8,3,8,"abundance",0.3,"power",0.03,0.04,0.05,0.04,0.02,0.03,0.02,0.05,0.02,0.02,0.04
8,3,8,"abundance",0.35,"power",0.09,0.04,0.05,0.07,0.08,0.04,0.05,0.08,0.05,0.12,0.04
8,3,8,"abundance",0.4,"power",0.07,0.06,0.04,0.07,0.07,0.1,0.06,0.09,0.07,0.05,0.05
8,3,8,"abundance",0.45,"power",0.04,0.1,0.02,0.08,0.07,0.03,0.04,0.03,0.05,0.03,0.1
8,3,8,"abundance",0.5,"power",0.03,0.09,0.05,0.09,0.09,0.06,0.07,0.05,0.07,0.03,0.11
8,3,8,"abundance",0.55,"power",0.06,0.07,0.02,0.08,0.13,0.05,0.1,0.07,0.1,0.07,0.11
8,3,8,"abundance",0.6,"power",0.07,0.08,0.05,0.06,0.17,0.09,0.12,0.06,0.12,0.07,0.13
8,3,8,"both",0.05,"power",0.05,0.06,0,0.08,0.05,0.03,0.03,0.06,0.02,0.03,0.03
8,3,8,"both",0.1,"power",0.03,0.08,0.02,0.07,0.03,0.05,0.05,0.05,0.06,0.04,0.06
8,3,8,"both",0.15,"power",0.06,0.06,0.06,0.04,0.06,0.06,0.06,0.06,0.05,0.05,0.04
8,3,8,"both",0.2,"power",0.08,0.04,0.12,0.04,0.1,0.07,0.07,0.04,0.07,0.09,0.06
8,3,8,"both",0.25,"power",0.07,0.05,0.12,0.03,0.07,0.03,0.06,0.02,0.05,0.16,0.06
8,3,8,"both",0.3,"power",0.16,0.08,0.11,0.07,0.16,0.14,0.09,0.06,0.11,0.19,0.12
8,3,8,"both",0.35,"power",0.1,0.04,0.14,0.04,0.12,0.15,0.07,0.03,0.06,0.19,0.06
8,3,8,"both",0.4,"power",0.17,0.05,0.13,0.04,0.21,0.15,0.06,0.08,0.09,0.38,0.09
8,3,8,"both",0.45,"power",0.34,0.09,0.1,0.08,0.31,0.31,0.1,0.06,0.08,0.59,0.13
8,3,8,"both",0.5,"power",0.35,0.08,0.11,0.07,0.36,0.32,0.08,0.08,0.08,0.52,0.15
8,3,8,"both",0.55,"power",0.4,0.05,0.18,0.06,0.53,0.42,0.06,0.03,0.05,0.72,0.11
8,3,8,"both",0.6,"power",0.51,0.06,0.24,0.04,0.67,0.53,0.14,0.02,0.13,0.89,0.18
8,3,8,"prevalence",0.05,"power",0.04,0.06,0.04,0.05,0.04,0.04,0.02,0.05,0.02,0.1,0.05
8,3,8,"prevalence",0.1,"power",0.02,0.02,0.06,0.03,0.01,0.02,0,0.01,0,0.05,0.03
8,3,8,"prevalence",0.15,"power",0.06,0.03,0.05,0.01,0.04,0.06,0.07,0.04,0.07,0.08,0.06
8,3,8,"prevalence",0.2,"power",0.07,0.04,0.08,0.04,0.04,0.04,0.03,0.07,0.06,0.13,0.04
8,3,8,"prevalence",0.25,"power",0.08,0.07,0.03,0.1,0.09,0.07,0.07,0.08,0.08,0.15,0.09
8,3,8,"prevalence",0.3,"power",0.14,0.07,0.08,0.1,0.06,0.08,0.04,0.06,0.03,0.19,0.05
8,3,8,"prevalence",0.35,"power",0.2,0.05,0.12,0.04,0.1,0.1,0.05,0.08,0.05,0.3,0.06
8,3,8,"prevalence",0.4,"power",0.19,0.07,0.11,0.06,0.09,0.09,0.09,0.03,0.07,0.37,0.06
8,3,8,"prevalence",0.45,"power",0.23,0.02,0.07,0.04,0.08,0.16,0.03,0.02,0.06,0.44,0.04
8,3,8,"prevalence",0.5,"power",0.42,0.04,0.08,0.03,0.1,0.23,0.03,0.02,0.03,0.66,0.04
8,3,8,"prevalence",0.55,"power",0.45,0.03,0.21,0.03,0.1,0.19,0.05,0.08,0.07,0.72,0.03
8,3,8,"prevalence",0.6,"power",0.47,0.04,0.16,0.05,0.08,0.19,0.03,0.04,0.02,0.81,0.02
8,4,3,"abundance",0.05,"power",0.03,0.07,0.02,0.07,0.04,0.02,0.06,0.08,0.05,0.04,0.05
8,4,3,"abundance",0.1,"power",0.04,0.06,0.06,0.05,0.1,0.05,0.07,0.03,0.06,0.02,0.07
8,4,3,"abundance",0.15,"power",0.04,0.03,0.05,0.04,0.03,0.06,0.09,0.08,0.08,0.06,0.05
8,4,3,"abundance",0.2,"power",0.03,0.06,0.05,0.05,0.09,0.06,0.06,0.03,0.05,0.03,0.07
8,4,3,"abundance",0.25,"power",0.07,0.12,0.05,0.1,0.11,0.07,0.12,0.06,0.11,0.04,0.11
8,4,3,"abundance",0.3,"power",0.06,0.11,0.07,0.09,0.13,0.04,0.09,0.06,0.07,0.07,0.14
8,4,3,"abundance",0.35,"power",0.02,0.09,0.04,0.1,0.23,0.03,0.19,0.1,0.2,0.03,0.23
8,4,3,"abundance",0.4,"power",0.05,0.2,0.04,0.11,0.22,0.05,0.15,0.12,0.16,0.04,0.25
8,4,3,"abundance",0.45,"power",0.07,0.15,0.05,0.13,0.3,0.07,0.16,0.13,0.18,0.03,0.3
8,4,3,"abundance",0.5,"power",0.04,0.21,0.06,0.07,0.35,0.07,0.21,0.15,0.19,0.07,0.34
8,4,3,"abundance",0.55,"power",0.07,0.24,0.07,0.18,0.45,0.1,0.26,0.14,0.27,0.06,0.35
8,4,3,"abundance",0.6,"power",0.02,0.23,0.05,0.14,0.45,0.04,0.31,0.23,0.29,0.02,0.45
8,4,3,"both",0.05,"power",0.07,0.05,0.09,0.04,0.06,0.05,0.04,0.05,0.04,0.04,0.04
8,4,3,"both",0.1,"power",0.05,0.05,0.05,0.03,0.04,0.02,0.03,0.07,0.04,0.02,0.06
8,4,3,"both",0.15,"power",0.06,0.07,0.04,0.07,0.11,0.06,0.09,0.05,0.09,0.04,0.09
8,4,3,"both",0.2,"power",0.11,0.06,0.04,0.06,0.14,0.11,0.07,0.03,0.08,0.05,0.1
8,4,3,"both",0.25,"power",0.06,0.08,0.1,0.05,0.17,0.08,0.11,0.06,0.1,0.05,0.17
8,4,3,"both",0.3,"power",0.12,0.07,0.11,0.06,0.24,0.13,0.11,0.07,0.12,0.14,0.14
8,4,3,"both",0.35,"power",0.19,0.2,0.12,0.09,0.33,0.19,0.1,0.09,0.11,0.13,0.29
8,4,3,"both",0.4,"power",0.25,0.15,0.15,0.08,0.44,0.25,0.17,0.12,0.17,0.16,0.39
8,4,3,"both",0.45,"power",0.36,0.41,0.23,0.24,0.65,0.46,0.4,0.29,0.38,0.19,0.6
8,4,3,"both",0.5,"power",0.34,0.31,0.19,0.18,0.75,0.47,0.36,0.13,0.38,0.23,0.6
8,4,3,"both",0.55,"power",0.49,0.49,0.24,0.33,0.88,0.73,0.56,0.27,0.56,0.28,0.77
8,4,3,"both",0.6,"power",0.64,0.54,0.2,0.39,0.96,0.81,0.62,0.29,0.62,0.33,0.86
8,4,3,"prevalence",0.05,"power",0.02,0.05,0.02,0.05,0.03,0.03,0.08,0.06,0.07,0.02,0.05
8,4,3,"prevalence",0.1,"power",0.02,0.05,0.04,0.05,0.08,0.04,0.08,0.03,0.07,0.04,0.08
8,4,3,"prevalence",0.15,"power",0.07,0.07,0.06,0.07,0.06,0.08,0.05,0.07,0.04,0.08,0.08
8,4,3,"prevalence",0.2,"power",0.16,0.07,0.08,0.05,0.09,0.08,0.04,0.05,0.03,0.11,0.07
8,4,3,"prevalence",0.25,"power",0.06,0.03,0.07,0.05,0.01,0.02,0.02,0.01,0.03,0.05,0.03
8,4,3,"prevalence",0.3,"power",0.15,0.08,0.09,0.1,0.05,0.09,0.02,0.04,0.02,0.09,0.08
8,4,3,"prevalence",0.35,"power",0.17,0.05,0.12,0.06,0.06,0.11,0.03,0.03,0.03,0.08,0.07
8,4,3,"prevalence",0.4,"power",0.11,0.05,0.08,0.03,0.08,0.12,0.08,0.06,0.07,0.06,0.08
8,4,3,"prevalence",0.45,"power",0.29,0.04,0.19,0.06,0.07,0.12,0.04,0.03,0.03,0.16,0.03
8,4,3,"prevalence",0.5,"power",0.43,0.03,0.19,0.03,0.06,0.19,0.03,0.04,0.03,0.31,0.04
8,4,3,"prevalence",0.55,"power",0.6,0.02,0.23,0.02,0.15,0.3,0.06,0.04,0.05,0.33,0.07
8,4,3,"prevalence",0.6,"power",0.67,0.05,0.27,0.03,0.1,0.39,0.12,0.07,0.1,0.41,0.06
8,5,7,"abundance",0.05,"power",0.04,0.06,0.03,0.03,0.06,0.05,0.02,0.04,0.02,0.07,0.06
8,5,7,"abundance",0.1,"power",0.05,0.04,0.03,0.04,0.04,0.05,0.03,0.04,0.03,0.09,0.04
8,5,7,"abundance",0.15,"power",0.07,0.05,0.07,0.06,0.1,0.1,0.07,0.03,0.07,0.06,0.06
8,5,7,"abundance",0.2,"power",0.06,0.03,0.05,0.02,0.06,0.02,0.04,0.04,0.04,0.04,0.04
8,5,7,"abundance",0.25,"power",0.07,0.04,0.03,0.04,0.05,0.08,0.06,0.05,0.06,0.05,0.03
8,5,7,"abundance",0.3,"power",0.04,0.06,0.04,0.04,0.1,0.06,0.08,0.09,0.09,0.03,0.07
8,5,7,"abundance",0.35,"power",0.01,0.06,0.02,0.05,0.1,0.03,0.07,0.06,0.05,0.02,0.07
8,5,7,"abundance",0.4,"power",0.03,0.05,0.06,0.02,0.07,0.05,0.02,0.02,0.01,0.03,0.03
8,5,7,"abundance",0.45,"power",0.03,0.09,0.07,0.09,0.12,0.02,0.07,0.05,0.07,0.05,0.09
8,5,7,"abundance",0.5,"power",0.05,0.09,0.06,0.06,0.17,0.08,0.08,0.07,0.1,0.03,0.1
8,5,7,"abundance",0.55,"power",0.03,0.03,0.04,0.06,0.14,0.03,0.03,0.01,0.04,0.02,0.04
8,5,7,"abundance",0.6,"power",0.03,0.06,0.06,0.07,0.17,0.06,0.15,0.06,0.11,0.03,0.1
8,5,7,"both",0.05,"power",0.05,0.04,0.07,0.06,0.02,0.04,0.04,0.05,0.04,0.04,0.03
8,5,7,"both",0.1,"power",0.06,0.04,0.07,0.02,0.05,0.04,0.04,0.04,0.04,0.09,0.05
8,5,7,"both",0.15,"power",0.08,0.03,0.06,0.05,0.06,0.09,0.04,0.03,0.04,0.11,0.04
8,5,7,"both",0.2,"power",0.04,0.08,0.05,0.06,0.05,0.03,0.03,0.07,0.03,0.02,0.05
8,5,7,"both",0.25,"power",0.08,0.09,0.08,0.13,0.1,0.05,0.1,0.07,0.1,0.07,0.08
8,5,7,"both",0.3,"power",0.13,0.06,0.05,0.08,0.08,0.09,0.05,0.02,0.05,0.09,0.06
8,5,7,"both",0.35,"power",0.15,0.05,0.13,0.04,0.12,0.11,0.06,0.08,0.05,0.13,0.03
8,5,7,"both",0.4,"power",0.22,0.04,0.08,0.07,0.16,0.2,0.06,0.04,0.04,0.19,0.08
8,5,7,"both",0.45,"power",0.26,0.04,0.1,0.04,0.29,0.26,0.12,0.06,0.12,0.19,0.11
8,5,7,"both",0.5,"power",0.46,0.07,0.2,0.08,0.32,0.41,0.06,0.05,0.06,0.27,0.13
8,5,7,"both",0.55,"power",0.6,0.11,0.21,0.11,0.57,0.6,0.12,0.03,0.12,0.4,0.19
8,5,7,"both",0.6,"power",0.77,0.09,0.25,0.12,0.74,0.66,0.26,0.07,0.26,0.62,0.25
8,5,7,"prevalence",0.05,"power",0.07,0.07,0.03,0.05,0.04,0.07,0.03,0.08,0.04,0.04,0.07
8,5,7,"prevalence",0.1,"power",0.04,0.02,0.02,0.01,0.03,0.06,0.06,0.03,0.06,0.05,0.02
8,5,7,"prevalence",0.15,"power",0.04,0.03,0.04,0.05,0.05,0.01,0.04,0.05,0.04,0.05,0.05
8,5,7,"prevalence",0.2,"power",0.1,0.03,0.09,0.06,0.04,0.07,0.05,0.06,0.05,0.09,0.02
8,5,7,"prevalence",0.25,"power",0.14,0.06,0.15,0.03,0.03,0.07,0.04,0.07,0.04,0.06,0.06
8,5,7,"prevalence",0.3,"power",0.09,0.06,0.11,0.04,0.05,0.08,0.02,0.03,0.02,0.08,0.04
8,5,7,"prevalence",0.35,"power",0.18,0.04,0.06,0.05,0.07,0.15,0.06,0.03,0.05,0.13,0.07
8,5,7,"prevalence",0.4,"power",0.32,0.09,0.11,0.06,0.13,0.15,0.12,0.11,0.13,0.22,0.11
8,5,7,"prevalence",0.45,"power",0.25,0.13,0.18,0.12,0.12,0.12,0.05,0.02,0.05,0.21,0.11
8,5,7,"prevalence",0.5,"power",0.54,0.08,0.16,0.05,0.11,0.19,0.08,0.07,0.09,0.36,0.08
8,5,7,"prevalence",0.55,"power",0.58,0.04,0.16,0.03,0.06,0.19,0.06,0.06,0.07,0.41,0.05
8,5,7,"prevalence",0.6,"power",0.75,0.1,0.22,0.06,0.11,0.26,0.07,0.06,0.09,0.53,0.09
8,6,5,"abundance",0.05,"power",0.07,0.05,0.08,0.04,0.05,0.07,0.05,0.05,0.04,0.06,0.05
8,6,5,"abundance",0.1,"power",0.05,0.04,0.1,0.04,0.04,0.05,0.02,0.04,0.02,0.07,0.02
8,6,5,"abundance",0.15,"power",0.05,0.08,0.03,0.08,0.06,0.06,0.08,0.06,0.08,0.04,0.07
8,6,5,"abundance",0.2,"power",0.07,0.08,0.02,0.09,0.09,0.1,0.09,0.08,0.08,0.07,0.06
8,6,5,"abundance",0.25,"power",0.06,0.09,0.02,0.09,0.11,0.06,0.08,0.09,0.08,0.05,0.07
8,6,5,"abundance",0.3,"power",0.09,0.06,0.04,0.06,0.12,0.07,0.11,0.04,0.1,0.07,0.08
8,6,5,"abundance",0.35,"power",0.05,0.1,0.07,0.11,0.09,0.04,0.04,0.07,0.06,0.09,0.11
8,6,5,"abundance",0.4,"power",0.05,0.14,0.05,0.08,0.17,0.04,0.18,0.15,0.19,0.05,0.2
8,6,5,"abundance",0.45,"power",0.04,0.14,0.05,0.13,0.2,0.06,0.24,0.13,0.23,0.02,0.16
8,6,5,"abundance",0.5,"power",0.05,0.19,0.07,0.14,0.26,0.04,0.19,0.15,0.22,0.05,0.24
8,6,5,"abundance",0.55,"power",0.08,0.21,0.05,0.13,0.33,0.09,0.27,0.15,0.26,0.05,0.25
8,6,5,"abundance",0.6,"power",0.07,0.15,0.05,0.16,0.34,0.08,0.27,0.11,0.27,0.08,0.25
8,6,5,"both",0.05,"power",0.03,0.02,0.05,0.02,0.05,0.04,0.04,0.05,0.03,0.07,0.05
8,6,5,"both",0.1,"power",0.08,0.08,0.09,0.05,0.07,0.09,0.08,0.08,0.08,0.08,0.05
8,6,5,"both",0.15,"power",0.01,0.09,0.02,0.08,0.09,0.07,0.1,0.12,0.1,0.03,0.1
8,6,5,"both",0.2,"power",0.06,0.03,0.04,0.05,0.06,0.08,0.03,0.06,0.05,0.04,0.04
8,6,5,"both",0.25,"power",0.1,0.05,0.08,0.1,0.1,0.12,0.05,0.06,0.08,0.09,0.09
8,6,5,"both",0.3,"power",0.1,0.1,0.04,0.08,0.15,0.18,0.11,0.04,0.1,0.12,0.1
8,6,5,"both",0.35,"power",0.12,0.08,0.05,0.09,0.21,0.23,0.09,0.09,0.11,0.13,0.11
8,6,5,"both",0.4,"power",0.14,0.09,0.08,0.06,0.25,0.21,0.15,0.1,0.13,0.15,0.15
8,6,5,"both",0.45,"power",0.17,0.15,0.13,0.16,0.46,0.41,0.25,0.14,0.24,0.26,0.27
8,6,5,"both",0.5,"power",0.29,0.23,0.06,0.22,0.49,0.51,0.32,0.12,0.31,0.28,0.34
8,6,5,"both",0.55,"power",0.35,0.3,0.16,0.3,0.79,0.71,0.4,0.16,0.37,0.39,0.46
8,6,5,"both",0.6,"power",0.42,0.35,0.16,0.35,0.89,0.83,0.5,0.25,0.49,0.47,0.61
8,6,5,"prevalence",0.05,"power",0.06,0.07,0.03,0.07,0.02,0.04,0.02,0.06,0.03,0.06,0.04
8,6,5,"prevalence",0.1,"power",0.06,0.03,0.06,0.03,0.05,0.05,0.08,0.04,0.08,0.06,0.03
8,6,5,"prevalence",0.15,"power",0.09,0.06,0.03,0.06,0.07,0.06,0.08,0.04,0.08,0.03,0.06
8,6,5,"prevalence",0.2,"power",0.14,0.04,0.09,0.05,0.07,0.07,0.04,0.06,0.05,0.14,0.06
8,6,5,"prevalence",0.25,"power",0.07,0.01,0.06,0.01,0.05,0.13,0.05,0.02,0.06,0.08,0.04
8,6,5,"prevalence",0.3,"power",0.1,0.02,0.07,0.03,0.04,0.11,0.04,0.04,0.04,0.14,0.04
8,6,5,"prevalence",0.35,"power",0.13,0.08,0.09,0.07,0.07,0.1,0.07,0.09,0.06,0.13,0.07
8,6,5,"prevalence",0.4,"power",0.13,0.04,0.08,0.06,0.06,0.11,0.03,0.04,0.04,0.18,0.07
8,6,5,"prevalence",0.45,"power",0.29,0.13,0.08,0.11,0.13,0.23,0.12,0.07,0.1,0.26,0.11
8,6,5,"prevalence",0.5,"power",0.32,0.02,0.13,0.02,0.06,0.23,0.06,0.03,0.06,0.26,0.04
8,6,5,"prevalence",0.55,"power",0.42,0.04,0.15,0.03,0.11,0.3,0.05,0.02,0.05,0.5,0.06
8,6,5,"prevalence",0.6,"power",0.38,0.1,0.15,0.11,0.12,0.21,0.08,0.08,0.08,0.38,0.09
8,7,2,"abundance",0.05,"power",0.02,0.04,0.03,0.04,0.03,0.04,0.05,0.04,0.04,0.02,0.02
8,7,2,"abundance",0.1,"power",0.05,0.06,0.11,0.05,0.04,0.05,0.06,0.06,0.05,0.06,0.02
8,7,2,"abundance",0.15,"power",0.08,0.04,0.07,0.01,0.06,0.06,0.04,0.04,0.04,0.07,0.05
8,7,2,"abundance",0.2,"power",0.07,0.09,0.07,0.09,0.07,0.05,0.03,0.05,0.03,0.07,0.11
8,7,2,"abundance",0.25,"power",0.06,0.09,0.02,0.1,0.13,0.04,0.1,0.1,0.09,0.06,0.12
8,7,2,"abundance",0.3,"power",0.08,0.17,0.06,0.12,0.16,0.07,0.13,0.1,0.13,0.09,0.15
8,7,2,"abundance",0.35,"power",0.07,0.1,0.05,0.07,0.22,0.09,0.19,0.13,0.2,0.07,0.14
8,7,2,"abundance",0.4,"power",0.06,0.23,0.01,0.18,0.3,0.07,0.23,0.15,0.19,0.06,0.32
8,7,2,"abundance",0.45,"power",0.02,0.29,0.04,0.28,0.38,0.06,0.31,0.13,0.29,0.02,0.37
8,7,2,"abundance",0.5,"power",0.03,0.38,0.04,0.35,0.44,0.08,0.36,0.21,0.38,0.04,0.44
8,7,2,"abundance",0.55,"power",0.08,0.45,0.03,0.38,0.61,0.09,0.45,0.3,0.49,0.05,0.54
8,7,2,"abundance",0.6,"power",0.02,0.5,0.06,0.43,0.68,0.07,0.49,0.28,0.46,0.05,0.62
8,7,2,"both",0.05,"power",0.04,0.04,0.03,0.03,0.05,0.08,0.03,0.04,0.04,0.03,0.05
8,7,2,"both",0.1,"power",0.05,0.07,0.08,0.05,0.05,0.04,0.07,0.04,0.06,0.04,0.06
8,7,2,"both",0.15,"power",0.05,0.05,0.05,0.06,0.1,0.1,0.08,0.04,0.06,0.05,0.03
8,7,2,"both",0.2,"power",0.1,0.05,0.05,0.06,0.04,0.08,0.04,0.02,0.03,0.05,0.07
8,7,2,"both",0.25,"power",0.09,0.14,0.07,0.11,0.12,0.14,0.11,0.07,0.09,0.1,0.1
8,7,2,"both",0.3,"power",0.14,0.25,0.07,0.21,0.36,0.15,0.19,0.11,0.18,0.13,0.32
