"k","signal_mode","beta","signal_cluster","cluster_n_otus_template","method","power","n_nonmissing"
8,"both",0.45,2,77,"aitchison",0.59,100
8,"both",0.45,2,77,"bray",0.57,100
8,"both",0.45,2,77,"euclidean",0.3,100
8,"both",0.45,2,77,"jaccard",0.54,100
8,"both",0.45,2,77,"unifrac_unweighted",0.19,100
8,"both",0.45,2,77,"unifrac_weighted_phyloseq",0.88,100
8,"both",0.5,2,77,"GLaD_0.5_unweighted",0.52,100
8,"both",0.5,2,77,"GLaD_0.5_weighted",0.81,100
8,"both",0.5,2,77,"GLaD_1_unweighted",0.11,100
8,"both",0.5,2,77,"GLaD_1_weighted",0.79,100
8,"both",0.5,2,77,"GUniFrac",0.93,100
8,"both",0.5,2,77,"aitchison",0.71,100
8,"both",0.5,2,77,"bray",0.65,100
8,"both",0.5,2,77,"euclidean",0.29,100
8,"both",0.5,2,77,"jaccard",0.65,100
8,"both",0.5,2,77,"unifrac_unweighted",0.29,100
8,"both",0.5,2,77,"unifrac_weighted_phyloseq",0.86,100
8,"both",0.55,2,77,"GLaD_0.5_unweighted",0.66,100
8,"both",0.55,2,77,"GLaD_0.5_weighted",0.86,100
8,"both",0.55,2,77,"GLaD_1_unweighted",0.26,100
8,"both",0.55,2,77,"GLaD_1_weighted",0.87,100
8,"both",0.55,2,77,"GUniFrac",0.93,100
8,"both",0.55,2,77,"aitchison",0.88,100
8,"both",0.55,2,77,"bray",0.81,100
8,"both",0.55,2,77,"euclidean",0.35,100
8,"both",0.55,2,77,"jaccard",0.78,100
8,"both",0.55,2,77,"unifrac_unweighted",0.41,100
8,"both",0.55,2,77,"unifrac_weighted_phyloseq",0.9,100
8,"both",0.6,2,77,"GLaD_0.5_unweighted",0.75,100
8,"both",0.6,2,77,"GLaD_0.5_weighted",0.97,100
8,"both",0.6,2,77,"GLaD_1_unweighted",0.19,100
8,"both",0.6,2,77,"GLaD_1_weighted",0.98,100
8,"both",0.6,2,77,"GUniFrac",0.99,100
8,"both",0.6,2,77,"aitchison",0.96,100
8,"both",0.6,2,77,"bray",0.92,100
8,"both",0.6,2,77,"euclidean",0.51,100
8,"both",0.6,2,77,"jaccard",0.93,100
8,"both",0.6,2,77,"unifrac_unweighted",0.44,100
8,"both",0.6,2,77,"unifrac_weighted_phyloseq",0.99,100
8,"both",0.65,2,77,"GLaD_0.5_unweighted",0.91,100
8,"both",0.65,2,77,"GLaD_0.5_weighted",0.97,100
8,"both",0.65,2,77,"GLaD_1_unweighted",0.32,100
8,"both",0.65,2,77,"GLaD_1_weighted",0.96,100
8,"both",0.65,2,77,"GUniFrac",1,100
8,"both",0.65,2,77,"aitchison",0.97,100
8,"both",0.65,2,77,"bray",0.92,100
8,"both",0.65,2,77,"euclidean",0.59,100
8,"both",0.65,2,77,"jaccard",0.91,100
8,"both",0.65,2,77,"unifrac_unweighted",0.62,100
8,"both",0.65,2,77,"unifrac_weighted_phyloseq",1,100
8,"both",0.7,2,77,"GLaD_0.5_unweighted",0.92,100
8,"both",0.7,2,77,"GLaD_0.5_weighted",0.99,100
8,"both",0.7,2,77,"GLaD_1_unweighted",0.34,100
8,"both",0.7,2,77,"GLaD_1_weighted",1,100
8,"both",0.7,2,77,"GUniFrac",1,100
8,"both",0.7,2,77,"aitchison",1,100
8,"both",0.7,2,77,"bray",0.95,100
8,"both",0.7,2,77,"euclidean",0.64,100
8,"both",0.7,2,77,"jaccard",0.93,100
8,"both",0.7,2,77,"unifrac_unweighted",0.69,100
8,"both",0.7,2,77,"unifrac_weighted_phyloseq",1,100
8,"both",0.75,2,77,"GLaD_0.5_unweighted",0.97,100
8,"both",0.75,2,77,"GLaD_0.5_weighted",1,100
8,"both",0.75,2,77,"GLaD_1_unweighted",0.38,100
8,"both",0.75,2,77,"GLaD_1_weighted",1,100
8,"both",0.75,2,77,"GUniFrac",1,100
8,"both",0.75,2,77,"aitchison",1,100
8,"both",0.75,2,77,"bray",0.99,100
8,"both",0.75,2,77,"euclidean",0.75,100
8,"both",0.75,2,77,"jaccard",0.98,100
8,"both",0.75,2,77,"unifrac_unweighted",0.76,100
8,"both",0.75,2,77,"unifrac_weighted_phyloseq",1,100
8,"both",0.8,2,77,"GLaD_0.5_unweighted",1,100
8,"both",0.8,2,77,"GLaD_0.5_weighted",1,100
8,"both",0.8,2,77,"GLaD_1_unweighted",0.35,100
8,"both",0.8,2,77,"GLaD_1_weighted",1,100
8,"both",0.8,2,77,"GUniFrac",1,100
8,"both",0.8,2,77,"aitchison",1,100
8,"both",0.8,2,77,"bray",1,100
8,"both",0.8,2,77,"euclidean",0.78,100
8,"both",0.8,2,77,"jaccard",1,100
8,"both",0.8,2,77,"unifrac_unweighted",0.92,100
8,"both",0.8,2,77,"unifrac_weighted_phyloseq",1,100
8,"both",0.85,2,77,"GLaD_0.5_unweighted",1,100
8,"both",0.85,2,77,"GLaD_0.5_weighted",1,100
8,"both",0.85,2,77,"GLaD_1_unweighted",0.53,100
8,"both",0.85,2,77,"GLaD_1_weighted",1,100
8,"both",0.85,2,77,"GUniFrac",1,100
8,"both",0.85,2,77,"aitchison",1,100
8,"both",0.85,2,77,"bray",1,100
8,"both",0.85,2,77,"euclidean",0.86,100
8,"both",0.85,2,77,"jaccard",1,100
8,"both",0.85,2,77,"unifrac_unweighted",0.93,100
8,"both",0.85,2,77,"unifrac_weighted_phyloseq",1,100
8,"both",0.9,2,77,"GLaD_0.5_unweighted",1,100
8,"both",0.9,2,77,"GLaD_0.5_weighted",1,100
8,"both",0.9,2,77,"GLaD_1_unweighted",0.44,100
8,"both",0.9,2,77,"GLaD_1_weighted",1,100
8,"both",0.9,2,77,"GUniFrac",1,100
8,"both",0.9,2,77,"aitchison",1,100
8,"both",0.9,2,77,"bray",1,100
8,"both",0.9,2,77,"euclidean",0.86,100
8,"both",0.9,2,77,"jaccard",1,100
8,"both",0.9,2,77,"unifrac_unweighted",0.9,100
8,"both",0.9,2,77,"unifrac_weighted_phyloseq",1,100
8,"both",0.95,2,77,"GLaD_0.5_unweighted",1,100
8,"both",0.95,2,77,"GLaD_0.5_weighted",1,100
8,"both",0.95,2,77,"GLaD_1_unweighted",0.52,100
8,"both",0.95,2,77,"GLaD_1_weighted",1,100
8,"both",0.95,2,77,"GUniFrac",1,100
8,"both",0.95,2,77,"aitchison",1,100
8,"both",0.95,2,77,"bray",1,100
8,"both",0.95,2,77,"euclidean",0.93,100
8,"both",0.95,2,77,"jaccard",1,100
8,"both",0.95,2,77,"unifrac_unweighted",0.99,100
8,"both",0.95,2,77,"unifrac_weighted_phyloseq",1,100
8,"both",1,2,77,"GLaD_0.5_unweighted",1,100
8,"both",1,2,77,"GLaD_0.5_weighted",1,100
8,"both",1,2,77,"GLaD_1_unweighted",0.54,100
8,"both",1,2,77,"GLaD_1_weighted",1,100
8,"both",1,2,77,"GUniFrac",1,100
8,"both",1,2,77,"aitchison",1,100
8,"both",1,2,77,"bray",1,100
8,"both",1,2,77,"euclidean",0.99,100
8,"both",1,2,77,"jaccard",1,100
8,"both",1,2,77,"unifrac_unweighted",1,100
8,"both",1,2,77,"unifrac_weighted_phyloseq",1,100
8,"prevalence",0.05,2,77,"GLaD_0.5_unweighted",0.06,100
8,"prevalence",0.05,2,77,"GLaD_0.5_weighted",0.04,100
8,"prevalence",0.05,2,77,"GLaD_1_unweighted",0.04,100
8,"prevalence",0.05,2,77,"GLaD_1_weighted",0.03,100
8,"prevalence",0.05,2,77,"GUniFrac",0.01,100
8,"prevalence",0.05,2,77,"aitchison",0.09,100
8,"prevalence",0.05,2,77,"bray",0.05,100
8,"prevalence",0.05,2,77,"euclidean",0.06,100
8,"prevalence",0.05,2,77,"jaccard",0.07,100
8,"prevalence",0.05,2,77,"unifrac_unweighted",0.1,100
8,"prevalence",0.05,2,77,"unifrac_weighted_phyloseq",0.03,100
8,"prevalence",0.1,2,77,"GLaD_0.5_unweighted",0.01,100
8,"prevalence",0.1,2,77,"GLaD_0.5_weighted",0.08,100
8,"prevalence",0.1,2,77,"GLaD_1_unweighted",0.09,100
8,"prevalence",0.1,2,77,"GLaD_1_weighted",0.06,100
8,"prevalence",0.1,2,77,"GUniFrac",0.09,100
8,"prevalence",0.1,2,77,"aitchison",0.03,100
8,"prevalence",0.1,2,77,"bray",0.05,100
8,"prevalence",0.1,2,77,"euclidean",0.04,100
8,"prevalence",0.1,2,77,"jaccard",0.05,100
8,"prevalence",0.1,2,77,"unifrac_unweighted",0,100
8,"prevalence",0.1,2,77,"unifrac_weighted_phyloseq",0.06,100
8,"prevalence",0.15,2,77,"GLaD_0.5_unweighted",0.05,100
8,"prevalence",0.15,2,77,"GLaD_0.5_weighted",0.06,100
8,"prevalence",0.15,2,77,"GLaD_1_unweighted",0.1,100
8,"prevalence",0.15,2,77,"GLaD_1_weighted",0.05,100
8,"prevalence",0.15,2,77,"GUniFrac",0.07,100
8,"prevalence",0.15,2,77,"aitchison",0.03,100
8,"prevalence",0.15,2,77,"bray",0.02,100
8,"prevalence",0.15,2,77,"euclidean",0.07,100
8,"prevalence",0.15,2,77,"jaccard",0.03,100
8,"prevalence",0.15,2,77,"unifrac_unweighted",0.09,100
8,"prevalence",0.15,2,77,"unifrac_weighted_phyloseq",0.04,100
8,"prevalence",0.2,2,77,"GLaD_0.5_unweighted",0.04,100
8,"prevalence",0.2,2,77,"GLaD_0.5_weighted",0.05,100
8,"prevalence",0.2,2,77,"GLaD_1_unweighted",0.08,100
8,"prevalence",0.2,2,77,"GLaD_1_weighted",0.02,100
8,"prevalence",0.2,2,77,"GUniFrac",0.06,100
8,"prevalence",0.2,2,77,"aitchison",0.06,100
8,"prevalence",0.2,2,77,"bray",0.03,100
8,"prevalence",0.2,2,77,"euclidean",0.04,100
8,"prevalence",0.2,2,77,"jaccard",0.02,100
8,"prevalence",0.2,2,77,"unifrac_unweighted",0.06,100
8,"prevalence",0.2,2,77,"unifrac_weighted_phyloseq",0.05,100
8,"prevalence",0.25,2,77,"GLaD_0.5_unweighted",0.07,100
8,"prevalence",0.25,2,77,"GLaD_0.5_weighted",0.05,100
8,"prevalence",0.25,2,77,"GLaD_1_unweighted",0.1,100
8,"prevalence",0.25,2,77,"GLaD_1_weighted",0.04,100
8,"prevalence",0.25,2,77,"GUniFrac",0.06,100
8,"prevalence",0.25,2,77,"aitchison",0.06,100
8,"prevalence",0.25,2,77,"bray",0.07,100
8,"prevalence",0.25,2,77,"euclidean",0.07,100
8,"prevalence",0.25,2,77,"jaccard",0.07,100
8,"prevalence",0.25,2,77,"unifrac_unweighted",0.07,100
8,"prevalence",0.25,2,77,"unifrac_weighted_phyloseq",0.06,100
8,"prevalence",0.3,2,77,"GLaD_0.5_unweighted",0.17,100
8,"prevalence",0.3,2,77,"GLaD_0.5_weighted",0.04,100
8,"prevalence",0.3,2,77,"GLaD_1_unweighted",0.07,100
8,"prevalence",0.3,2,77,"GLaD_1_weighted",0.07,100
8,"prevalence",0.3,2,77,"GUniFrac",0.09,100
8,"prevalence",0.3,2,77,"aitchison",0.11,100
8,"prevalence",0.3,2,77,"bray",0.07,100
8,"prevalence",0.3,2,77,"euclidean",0.08,100
8,"prevalence",0.3,2,77,"jaccard",0.07,100
8,"prevalence",0.3,2,77,"unifrac_unweighted",0.1,100
8,"prevalence",0.3,2,77,"unifrac_weighted_phyloseq",0.04,100
8,"prevalence",0.35,2,77,"GLaD_0.5_unweighted",0.13,100
8,"prevalence",0.35,2,77,"GLaD_0.5_weighted",0.07,100
8,"prevalence",0.35,2,77,"GLaD_1_unweighted",0.09,100
8,"prevalence",0.35,2,77,"GLaD_1_weighted",0.07,100
8,"prevalence",0.35,2,77,"GUniFrac",0.08,100
8,"prevalence",0.35,2,77,"aitchison",0.11,100
8,"prevalence",0.35,2,77,"bray",0.05,100
8,"prevalence",0.35,2,77,"euclidean",0.08,100
8,"prevalence",0.35,2,77,"jaccard",0.05,100
8,"prevalence",0.35,2,77,"unifrac_unweighted",0.1,100
8,"prevalence",0.35,2,77,"unifrac_weighted_phyloseq",0.07,100
8,"prevalence",0.4,2,77,"GLaD_0.5_unweighted",0.28,100
8,"prevalence",0.4,2,77,"GLaD_0.5_weighted",0.01,100
8,"prevalence",0.4,2,77,"GLaD_1_unweighted",0.16,100
8,"prevalence",0.4,2,77,"GLaD_1_weighted",0.02,100
8,"prevalence",0.4,2,77,"GUniFrac",0.08,100
8,"prevalence",0.4,2,77,"aitchison",0.2,100
8,"prevalence",0.4,2,77,"bray",0.09,100
8,"prevalence",0.4,2,77,"euclidean",0.06,100
8,"prevalence",0.4,2,77,"jaccard",0.07,100
8,"prevalence",0.4,2,77,"unifrac_unweighted",0.17,100
8,"prevalence",0.4,2,77,"unifrac_weighted_phyloseq",0.03,100
8,"prevalence",0.45,2,77,"GLaD_0.5_unweighted",0.42,100
8,"prevalence",0.45,2,77,"GLaD_0.5_weighted",0.01,100
8,"prevalence",0.45,2,77,"GLaD_1_unweighted",0.19,100
8,"prevalence",0.45,2,77,"GLaD_1_weighted",0.04,100
8,"prevalence",0.45,2,77,"GUniFrac",0.08,100
8,"prevalence",0.45,2,77,"aitchison",0.23,100
8,"prevalence",0.45,2,77,"bray",0.06,100
8,"prevalence",0.45,2,77,"euclidean",0.02,100
8,"prevalence",0.45,2,77,"jaccard",0.05,100
8,"prevalence",0.45,2,77,"unifrac_unweighted",0.19,100
8,"prevalence",0.45,2,77,"unifrac_weighted_phyloseq",0.05,100
8,"prevalence",0.5,2,77,"GLaD_0.5_unweighted",0.55,100
8,"prevalence",0.5,2,77,"GLaD_0.5_weighted",0.05,100
8,"prevalence",0.5,2,77,"GLaD_1_unweighted",0.21,100
8,"prevalence",0.5,2,77,"GLaD_1_weighted",0.07,100
8,"prevalence",0.5,2,77,"GUniFrac",0.12,100
8,"prevalence",0.5,2,77,"aitchison",0.4,100
8,"prevalence",0.5,2,77,"bray",0.04,100
8,"prevalence",0.5,2,77,"euclidean",0.01,100
8,"prevalence",0.5,2,77,"jaccard",0.06,100
8,"prevalence",0.5,2,77,"unifrac_unweighted",0.32,100
8,"prevalence",0.5,2,77,"unifrac_weighted_phyloseq",0.08,100
8,"prevalence",0.55,2,77,"GLaD_0.5_unweighted",0.68,100
8,"prevalence",0.55,2,77,"GLaD_0.5_weighted",0.09,100
8,"prevalence",0.55,2,77,"GLaD_1_unweighted",0.24,100
8,"prevalence",0.55,2,77,"GLaD_1_weighted",0.12,100
8,"prevalence",0.55,2,77,"GUniFrac",0.12,100
8,"prevalence",0.55,2,77,"aitchison",0.42,100
8,"prevalence",0.55,2,77,"bray",0.05,100
8,"prevalence",0.55,2,77,"euclidean",0.04,100
8,"prevalence",0.55,2,77,"jaccard",0.04,100
8,"prevalence",0.55,2,77,"unifrac_unweighted",0.34,100
8,"prevalence",0.55,2,77,"unifrac_weighted_phyloseq",0.08,100
8,"prevalence",0.6,2,77,"GLaD_0.5_unweighted",0.71,100
8,"prevalence",0.6,2,77,"GLaD_0.5_weighted",0.06,100
8,"prevalence",0.6,2,77,"GLaD_1_unweighted",0.19,100
8,"prevalence",0.6,2,77,"GLaD_1_weighted",0.07,100
8,"prevalence",0.6,2,77,"GUniFrac",0.15,100
8,"prevalence",0.6,2,77,"aitchison",0.53,100
8,"prevalence",0.6,2,77,"bray",0.11,100
8,"prevalence",0.6,2,77,"euclidean",0.12,100
8,"prevalence",0.6,2,77,"jaccard",0.1,100
8,"prevalence",0.6,2,77,"unifrac_unweighted",0.43,100
8,"prevalence",0.6,2,77,"unifrac_weighted_phyloseq",0.1,100
8,"prevalence",0.65,2,77,"GLaD_0.5_unweighted",0.87,100
8,"prevalence",0.65,2,77,"GLaD_0.5_weighted",0.12,100
8,"prevalence",0.65,2,77,"GLaD_1_unweighted",0.31,100
8,"prevalence",0.65,2,77,"GLaD_1_weighted",0.1,100
8,"prevalence",0.65,2,77,"GUniFrac",0.14,100
8,"prevalence",0.65,2,77,"aitchison",0.7,100
8,"prevalence",0.65,2,77,"bray",0.09,100
8,"prevalence",0.65,2,77,"euclidean",0.06,100
8,"prevalence",0.65,2,77,"jaccard",0.09,100
8,"prevalence",0.65,2,77,"unifrac_unweighted",0.56,100
8,"prevalence",0.65,2,77,"unifrac_weighted_phyloseq",0.1,100
8,"prevalence",0.7,2,77,"GLaD_0.5_unweighted",0.97,100
8,"prevalence",0.7,2,77,"GLaD_0.5_weighted",0.07,100
8,"prevalence",0.7,2,77,"GLaD_1_unweighted",0.27,100
8,"prevalence",0.7,2,77,"GLaD_1_weighted",0.07,100
8,"prevalence",0.7,2,77,"GUniFrac",0.2,100
8,"prevalence",0.7,2,77,"aitchison",0.79,100
8,"prevalence",0.7,2,77,"bray",0.11,100
8,"prevalence",0.7,2,77,"euclidean",0.07,100
8,"prevalence",0.7,2,77,"jaccard",0.12,100
8,"prevalence",0.7,2,77,"unifrac_unweighted",0.65,100
8,"prevalence",0.7,2,77,"unifrac_weighted_phyloseq",0.13,100
8,"prevalence",0.75,2,77,"GLaD_0.5_unweighted",0.99,100
8,"prevalence",0.75,2,77,"GLaD_0.5_weighted",0.09,100
8,"prevalence",0.75,2,77,"GLaD_1_unweighted",0.34,100
8,"prevalence",0.75,2,77,"GLaD_1_weighted",0.11,100
8,"prevalence",0.75,2,77,"GUniFrac",0.2,100
8,"prevalence",0.75,2,77,"aitchison",0.84,100
8,"prevalence",0.75,2,77,"bray",0.1,100
8,"prevalence",0.75,2,77,"euclidean",0.03,100
8,"prevalence",0.75,2,77,"jaccard",0.1,100
8,"prevalence",0.75,2,77,"unifrac_unweighted",0.75,100
8,"prevalence",0.75,2,77,"unifrac_weighted_phyloseq",0.12,100
8,"prevalence",0.8,2,77,"GLaD_0.5_unweighted",0.98,100
8,"prevalence",0.8,2,77,"GLaD_0.5_weighted",0.09,100
8,"prevalence",0.8,2,77,"GLaD_1_unweighted",0.43,100
8,"prevalence",0.8,2,77,"GLaD_1_weighted",0.1,100
8,"prevalence",0.8,2,77,"GUniFrac",0.22,100
8,"prevalence",0.8,2,77,"aitchison",0.89,100
8,"prevalence",0.8,2,77,"bray",0.14,100
8,"prevalence",0.8,2,77,"euclidean",0.04,100
8,"prevalence",0.8,2,77,"jaccard",0.15,100
8,"prevalence",0.8,2,77,"unifrac_unweighted",0.88,100
8,"prevalence",0.8,2,77,"unifrac_weighted_phyloseq",0.1,100
8,"prevalence",0.85,2,77,"GLaD_0.5_unweighted",1,100
8,"prevalence",0.85,2,77,"GLaD_0.5_weighted",0.05,100
8,"prevalence",0.85,2,77,"GLaD_1_unweighted",0.46,100
8,"prevalence",0.85,2,77,"GLaD_1_weighted",0.08,100
8,"prevalence",0.85,2,77,"GUniFrac",0.29,100
8,"prevalence",0.85,2,77,"aitchison",0.97,100
8,"prevalence",0.85,2,77,"bray",0.11,100
8,"prevalence",0.85,2,77,"euclidean",0.04,100
8,"prevalence",0.85,2,77,"jaccard",0.11,100
8,"prevalence",0.85,2,77,"unifrac_unweighted",0.95,100
8,"prevalence",0.85,2,77,"unifrac_weighted_phyloseq",0.12,100
8,"prevalence",0.9,2,77,"GLaD_0.5_unweighted",1,100
8,"prevalence",0.9,2,77,"GLaD_0.5_weighted",0.14,100
8,"prevalence",0.9,2,77,"GLaD_1_unweighted",0.58,100
8,"prevalence",0.9,2,77,"GLaD_1_weighted",0.15,100
8,"prevalence",0.9,2,77,"GUniFrac",0.39,100
8,"prevalence",0.9,2,77,"aitchison",0.99,100
8,"prevalence",0.9,2,77,"bray",0.12,100
8,"prevalence",0.9,2,77,"euclidean",0.04,100
8,"prevalence",0.9,2,77,"jaccard",0.12,100
8,"prevalence",0.9,2,77,"unifrac_unweighted",1,100
8,"prevalence",0.9,2,77,"unifrac_weighted_phyloseq",0.19,100
8,"prevalence",0.95,2,77,"GLaD_0.5_unweighted",1,100
8,"prevalence",0.95,2,77,"GLaD_0.5_weighted",0.11,100
8,"prevalence",0.95,2,77,"GLaD_1_unweighted",0.47,100
8,"prevalence",0.95,2,77,"GLaD_1_weighted",0.12,100
8,"prevalence",0.95,2,77,"GUniFrac",0.34,100
8,"prevalence",0.95,2,77,"aitchison",0.98,100
8,"prevalence",0.95,2,77,"bray",0.12,100
8,"prevalence",0.95,2,77,"euclidean",0.05,100
8,"prevalence",0.95,2,77,"jaccard",0.16,100
8,"prevalence",0.95,2,77,"unifrac_unweighted",1,100
8,"prevalence",0.95,2,77,"unifrac_weighted_phyloseq",0.16,100
8,"prevalence",1,2,77,"GLaD_0.5_unweighted",1,100
8,"prevalence",1,2,77,"GLaD_0.5_weighted",0.19,100
8,"prevalence",1,2,77,"GLaD_1_unweighted",0.54,100
8,"prevalence",1,2,77,"GLaD_1_weighted",0.17,100
8,"prevalence",1,2,77,"GUniFrac",0.5,100
8,"prevalence",1,2,77,"aitchison",0.99,100
8,"prevalence",1,2,77,"bray",0.2,100
8,"prevalence",1,2,77,"euclidean",0.04,100
8,"prevalence",1,2,77,"jaccard",0.19,100
8,"prevalence",1,2,77,"unifrac_unweighted",1,100
8,"prevalence",1,2,77,"unifrac_weighted_phyloseq",0.25,100
