"k","signal_mode","beta","signal_cluster","cluster_n_otus_template","method","power","n_nonmissing"
4,"both",0.2,2,154,"GLaD_0.5_unweighted",0.17,100
4,"both",0.2,2,154,"GLaD_0.5_weighted",0.22,100
4,"both",0.2,2,154,"GLaD_1_unweighted",0.13,100
4,"both",0.2,2,154,"GLaD_1_weighted",0.28,100
4,"both",0.2,2,154,"GUniFrac",0.28,100
4,"both",0.2,2,154,"aitchison",0.16,100
4,"both",0.2,2,154,"bray",0.09,100
4,"both",0.2,2,154,"euclidean",0.08,100
4,"both",0.2,2,154,"jaccard",0.07,100
4,"both",0.2,2,154,"unifrac_unweighted",0.08,100
4,"both",0.2,2,154,"unifrac_weighted_phyloseq",0.27,100
4,"both",0.25,2,154,"GLaD_0.5_unweighted",0.14,100
4,"both",0.25,2,154,"GLaD_0.5_weighted",0.37,100
4,"both",0.25,2,154,"GLaD_1_unweighted",0.22,100
4,"both",0.25,2,154,"GLaD_1_weighted",0.41,100
4,"both",0.25,2,154,"GUniFrac",0.39,100
4,"both",0.25,2,154,"aitchison",0.18,100
4,"both",0.25,2,154,"bray",0.17,100
4,"both",0.25,2,154,"euclidean",0.17,100
4,"both",0.25,2,154,"jaccard",0.14,100
4,"both",0.25,2,154,"unifrac_unweighted",0.11,100
4,"both",0.25,2,154,"unifrac_weighted_phyloseq",0.43,100
4,"both",0.3,2,154,"GLaD_0.5_unweighted",0.34,100
4,"both",0.3,2,154,"GLaD_0.5_weighted",0.6,100
4,"both",0.3,2,154,"GLaD_1_unweighted",0.31,100
4,"both",0.3,2,154,"GLaD_1_weighted",0.61,100
4,"both",0.3,2,154,"GUniFrac",0.65,100
4,"both",0.3,2,154,"aitchison",0.31,100
4,"both",0.3,2,154,"bray",0.23,100
4,"both",0.3,2,154,"euclidean",0.11,100
4,"both",0.3,2,154,"jaccard",0.24,100
4,"both",0.3,2,154,"unifrac_unweighted",0.16,100
4,"both",0.3,2,154,"unifrac_weighted_phyloseq",0.67,100
4,"both",0.35,2,154,"GLaD_0.5_unweighted",0.5,100
4,"both",0.35,2,154,"GLaD_0.5_weighted",0.74,100
4,"both",0.35,2,154,"GLaD_1_unweighted",0.31,100
4,"both",0.35,2,154,"GLaD_1_weighted",0.75,100
4,"both",0.35,2,154,"GUniFrac",0.78,100
4,"both",0.35,2,154,"aitchison",0.49,100
4,"both",0.35,2,154,"bray",0.29,100
4,"both",0.35,2,154,"euclidean",0.13,100
4,"both",0.35,2,154,"jaccard",0.28,100
4,"both",0.35,2,154,"unifrac_unweighted",0.32,100
4,"both",0.35,2,154,"unifrac_weighted_phyloseq",0.81,100
4,"both",0.4,2,154,"GLaD_0.5_unweighted",0.74,100
4,"both",0.4,2,154,"GLaD_0.5_weighted",0.85,100
4,"both",0.4,2,154,"GLaD_1_unweighted",0.49,100
4,"both",0.4,2,154,"GLaD_1_weighted",0.84,100
4,"both",0.4,2,154,"GUniFrac",0.9,100
4,"both",0.4,2,154,"aitchison",0.74,100
4,"both",0.4,2,154,"bray",0.5,100
4,"both",0.4,2,154,"euclidean",0.23,100
4,"both",0.4,2,154,"jaccard",0.51,100
4,"both",0.4,2,154,"unifrac_unweighted",0.47,100
4,"both",0.4,2,154,"unifrac_weighted_phyloseq",0.86,100
4,"both",0.45,2,154,"GLaD_0.5_unweighted",0.82,100
4,"both",0.45,2,154,"GLaD_0.5_weighted",0.9,100
4,"both",0.45,2,154,"GLaD_1_unweighted",0.53,100
4,"both",0.45,2,154,"GLaD_1_weighted",0.89,100
4,"both",0.45,2,154,"GUniFrac",0.97,100
4,"both",0.45,2,154,"aitchison",0.87,100
4,"both",0.45,2,154,"bray",0.72,100
4,"both",0.45,2,154,"euclidean",0.25,100
4,"both",0.45,2,154,"jaccard",0.69,100
4,"both",0.45,2,154,"unifrac_unweighted",0.57,100
4,"both",0.45,2,154,"unifrac_weighted_phyloseq",0.96,100
4,"both",0.5,2,154,"GLaD_0.5_unweighted",0.97,100
4,"both",0.5,2,154,"GLaD_0.5_weighted",0.98,100
4,"both",0.5,2,154,"GLaD_1_unweighted",0.62,100
4,"both",0.5,2,154,"GLaD_1_weighted",0.96,100
4,"both",0.5,2,154,"GUniFrac",0.99,100
4,"both",0.5,2,154,"aitchison",0.97,100
4,"both",0.5,2,154,"bray",0.78,100
4,"both",0.5,2,154,"euclidean",0.3,100
4,"both",0.5,2,154,"jaccard",0.74,100
4,"both",0.5,2,154,"unifrac_unweighted",0.74,100
4,"both",0.5,2,154,"unifrac_weighted_phyloseq",0.99,100
4,"both",0.55,2,154,"GLaD_0.5_unweighted",0.98,100
4,"both",0.55,2,154,"GLaD_0.5_weighted",1,100
4,"both",0.55,2,154,"GLaD_1_unweighted",0.66,100
4,"both",0.55,2,154,"GLaD_1_weighted",1,100
4,"both",0.55,2,154,"GUniFrac",1,100
4,"both",0.55,2,154,"aitchison",0.99,100
4,"both",0.55,2,154,"bray",0.87,100
4,"both",0.55,2,154,"euclidean",0.36,100
4,"both",0.55,2,154,"jaccard",0.84,100
4,"both",0.55,2,154,"unifrac_unweighted",0.86,100
4,"both",0.55,2,154,"unifrac_weighted_phyloseq",1,100
4,"both",0.6,2,154,"GLaD_0.5_unweighted",0.99,100
4,"both",0.6,2,154,"GLaD_0.5_weighted",1,100
4,"both",0.6,2,154,"GLaD_1_unweighted",0.77,100
4,"both",0.6,2,154,"GLaD_1_weighted",1,100
4,"both",0.6,2,154,"GUniFrac",1,100
4,"both",0.6,2,154,"aitchison",1,100
4,"both",0.6,2,154,"bray",0.93,100
4,"both",0.6,2,154,"euclidean",0.51,100
4,"both",0.6,2,154,"jaccard",0.92,100
4,"both",0.6,2,154,"unifrac_unweighted",0.97,100
4,"both",0.6,2,154,"unifrac_weighted_phyloseq",1,100
4,"both",0.65,2,154,"GLaD_0.5_unweighted",1,100
4,"both",0.65,2,154,"GLaD_0.5_weighted",1,100
4,"both",0.65,2,154,"GLaD_1_unweighted",0.9,100
4,"both",0.65,2,154,"GLaD_1_weighted",1,100
4,"both",0.65,2,154,"GUniFrac",1,100
4,"both",0.65,2,154,"aitchison",1,100
4,"both",0.65,2,154,"bray",0.99,100
4,"both",0.65,2,154,"euclidean",0.46,100
4,"both",0.65,2,154,"jaccard",0.99,100
4,"both",0.65,2,154,"unifrac_unweighted",0.98,100
4,"both",0.65,2,154,"unifrac_weighted_phyloseq",1,100
4,"both",0.7,2,154,"GLaD_0.5_unweighted",1,100
4,"both",0.7,2,154,"GLaD_0.5_weighted",1,100
4,"both",0.7,2,154,"GLaD_1_unweighted",0.91,100
4,"both",0.7,2,154,"GLaD_1_weighted",1,100
4,"both",0.7,2,154,"GUniFrac",1,100
4,"both",0.7,2,154,"aitchison",1,100
4,"both",0.7,2,154,"bray",0.99,100
4,"both",0.7,2,154,"euclidean",0.6,100
4,"both",0.7,2,154,"jaccard",0.99,100
4,"both",0.7,2,154,"unifrac_unweighted",1,100
4,"both",0.7,2,154,"unifrac_weighted_phyloseq",1,100
4,"both",0.75,2,154,"GLaD_0.5_unweighted",1,100
4,"both",0.75,2,154,"GLaD_0.5_weighted",1,100
4,"both",0.75,2,154,"GLaD_1_unweighted",0.88,100
4,"both",0.75,2,154,"GLaD_1_weighted",1,100
4,"both",0.75,2,154,"GUniFrac",1,100
4,"both",0.75,2,154,"aitchison",1,100
4,"both",0.75,2,154,"bray",0.99,100
4,"both",0.75,2,154,"euclidean",0.58,100
4,"both",0.75,2,154,"jaccard",0.99,100
4,"both",0.75,2,154,"unifrac_unweighted",1,100
4,"both",0.75,2,154,"unifrac_weighted_phyloseq",1,100
4,"both",0.8,2,154,"GLaD_0.5_unweighted",1,100
4,"both",0.8,2,154,"GLaD_0.5_weighted",1,100
4,"both",0.8,2,154,"GLaD_1_unweighted",0.94,100
4,"both",0.8,2,154,"GLaD_1_weighted",1,100
4,"both",0.8,2,154,"GUniFrac",1,100
4,"both",0.8,2,154,"aitchison",1,100
4,"both",0.8,2,154,"bray",1,100
4,"both",0.8,2,154,"euclidean",0.74,100
4,"both",0.8,2,154,"jaccard",1,100
4,"both",0.8,2,154,"unifrac_unweighted",1,100
4,"both",0.8,2,154,"unifrac_weighted_phyloseq",1,100
4,"both",0.85,2,154,"GLaD_0.5_unweighted",1,100
4,"both",0.85,2,154,"GLaD_0.5_weighted",1,100
4,"both",0.85,2,154,"GLaD_1_unweighted",0.97,100
4,"both",0.85,2,154,"GLaD_1_weighted",1,100
4,"both",0.85,2,154,"GUniFrac",1,100
4,"both",0.85,2,154,"aitchison",1,100
4,"both",0.85,2,154,"bray",1,100
4,"both",0.85,2,154,"euclidean",0.77,100
4,"both",0.85,2,154,"jaccard",1,100
4,"both",0.85,2,154,"unifrac_unweighted",1,100
4,"both",0.85,2,154,"unifrac_weighted_phyloseq",1,100
4,"both",0.9,2,154,"GLaD_0.5_unweighted",1,100
4,"both",0.9,2,154,"GLaD_0.5_weighted",1,100
4,"both",0.9,2,154,"GLaD_1_unweighted",0.99,100
4,"both",0.9,2,154,"GLaD_1_weighted",1,100
4,"both",0.9,2,154,"GUniFrac",1,100
4,"both",0.9,2,154,"aitchison",1,100
4,"both",0.9,2,154,"bray",1,100
4,"both",0.9,2,154,"euclidean",0.86,100
4,"both",0.9,2,154,"jaccard",1,100
4,"both",0.9,2,154,"unifrac_unweighted",1,100
4,"both",0.9,2,154,"unifrac_weighted_phyloseq",1,100
4,"both",0.95,2,154,"GLaD_0.5_unweighted",1,100
4,"both",0.95,2,154,"GLaD_0.5_weighted",1,100
4,"both",0.95,2,154,"GLaD_1_unweighted",1,100
4,"both",0.95,2,154,"GLaD_1_weighted",1,100
4,"both",0.95,2,154,"GUniFrac",1,100
4,"both",0.95,2,154,"aitchison",1,100
4,"both",0.95,2,154,"bray",1,100
4,"both",0.95,2,154,"euclidean",0.89,100
4,"both",0.95,2,154,"jaccard",1,100
4,"both",0.95,2,154,"unifrac_unweighted",1,100
4,"both",0.95,2,154,"unifrac_weighted_phyloseq",1,100
4,"both",1,2,154,"GLaD_0.5_unweighted",1,100
4,"both",1,2,154,"GLaD_0.5_weighted",1,100
4,"both",1,2,154,"GLaD_1_unweighted",0.99,100
4,"both",1,2,154,"GLaD_1_weighted",1,100
4,"both",1,2,154,"GUniFrac",1,100
4,"both",1,2,154,"aitchison",1,100
4,"both",1,2,154,"bray",1,100
4,"both",1,2,154,"euclidean",0.92,100
4,"both",1,2,154,"jaccard",1,100
4,"both",1,2,154,"unifrac_unweighted",1,100
4,"both",1,2,154,"unifrac_weighted_phyloseq",1,100
4,"prevalence",0.05,2,154,"GLaD_0.5_unweighted",0.06,100
4,"prevalence",0.05,2,154,"GLaD_0.5_weighted",0,100
4,"prevalence",0.05,2,154,"GLaD_1_unweighted",0.05,100
4,"prevalence",0.05,2,154,"GLaD_1_weighted",0,100
4,"prevalence",0.05,2,154,"GUniFrac",0.03,100
4,"prevalence",0.05,2,154,"aitchison",0.03,100
4,"prevalence",0.05,2,154,"bray",0.02,100
4,"prevalence",0.05,2,154,"euclidean",0,100
4,"prevalence",0.05,2,154,"jaccard",0.02,100
4,"prevalence",0.05,2,154,"unifrac_unweighted",0.06,100
4,"prevalence",0.05,2,154,"unifrac_weighted_phyloseq",0.01,100
4,"prevalence",0.1,2,154,"GLaD_0.5_unweighted",0.08,100
4,"prevalence",0.1,2,154,"GLaD_0.5_weighted",0.04,100
4,"prevalence",0.1,2,154,"GLaD_1_unweighted",0.08,100
4,"prevalence",0.1,2,154,"GLaD_1_weighted",0.05,100
4,"prevalence",0.1,2,154,"GUniFrac",0.04,100
4,"prevalence",0.1,2,154,"aitchison",0.07,100
4,"prevalence",0.1,2,154,"bray",0.03,100
4,"prevalence",0.1,2,154,"euclidean",0.02,100
4,"prevalence",0.1,2,154,"jaccard",0.03,100
4,"prevalence",0.1,2,154,"unifrac_unweighted",0.09,100
4,"prevalence",0.1,2,154,"unifrac_weighted_phyloseq",0.03,100
4,"prevalence",0.15,2,154,"GLaD_0.5_unweighted",0.11,100
4,"prevalence",0.15,2,154,"GLaD_0.5_weighted",0.03,100
4,"prevalence",0.15,2,154,"GLaD_1_unweighted",0.15,100
4,"prevalence",0.15,2,154,"GLaD_1_weighted",0.03,100
4,"prevalence",0.15,2,154,"GUniFrac",0.05,100
4,"prevalence",0.15,2,154,"aitchison",0.06,100
4,"prevalence",0.15,2,154,"bray",0.06,100
4,"prevalence",0.15,2,154,"euclidean",0.04,100
4,"prevalence",0.15,2,154,"jaccard",0.05,100
4,"prevalence",0.15,2,154,"unifrac_unweighted",0.09,100
4,"prevalence",0.15,2,154,"unifrac_weighted_phyloseq",0.03,100
4,"prevalence",0.2,2,154,"GLaD_0.5_unweighted",0.16,100
4,"prevalence",0.2,2,154,"GLaD_0.5_weighted",0.06,100
4,"prevalence",0.2,2,154,"GLaD_1_unweighted",0.12,100
4,"prevalence",0.2,2,154,"GLaD_1_weighted",0.06,100
4,"prevalence",0.2,2,154,"GUniFrac",0.09,100
4,"prevalence",0.2,2,154,"aitchison",0.12,100
4,"prevalence",0.2,2,154,"bray",0.08,100
4,"prevalence",0.2,2,154,"euclidean",0.06,100
4,"prevalence",0.2,2,154,"jaccard",0.08,100
4,"prevalence",0.2,2,154,"unifrac_unweighted",0.07,100
4,"prevalence",0.2,2,154,"unifrac_weighted_phyloseq",0.06,100
4,"prevalence",0.25,2,154,"GLaD_0.5_unweighted",0.2,100
4,"prevalence",0.25,2,154,"GLaD_0.5_weighted",0.07,100
4,"prevalence",0.25,2,154,"GLaD_1_unweighted",0.2,100
4,"prevalence",0.25,2,154,"GLaD_1_weighted",0.09,100
4,"prevalence",0.25,2,154,"GUniFrac",0.1,100
4,"prevalence",0.25,2,154,"aitchison",0.07,100
4,"prevalence",0.25,2,154,"bray",0.05,100
4,"prevalence",0.25,2,154,"euclidean",0.05,100
4,"prevalence",0.25,2,154,"jaccard",0.06,100
4,"prevalence",0.25,2,154,"unifrac_unweighted",0.13,100
4,"prevalence",0.25,2,154,"unifrac_weighted_phyloseq",0.08,100
4,"prevalence",0.3,2,154,"GLaD_0.5_unweighted",0.34,100
4,"prevalence",0.3,2,154,"GLaD_0.5_weighted",0.07,100
4,"prevalence",0.3,2,154,"GLaD_1_unweighted",0.22,100
4,"prevalence",0.3,2,154,"GLaD_1_weighted",0.04,100
4,"prevalence",0.3,2,154,"GUniFrac",0.1,100
4,"prevalence",0.3,2,154,"aitchison",0.18,100
4,"prevalence",0.3,2,154,"bray",0.08,100
4,"prevalence",0.3,2,154,"euclidean",0.03,100
4,"prevalence",0.3,2,154,"jaccard",0.06,100
4,"prevalence",0.3,2,154,"unifrac_unweighted",0.21,100
4,"prevalence",0.3,2,154,"unifrac_weighted_phyloseq",0.09,100
4,"prevalence",0.35,2,154,"GLaD_0.5_unweighted",0.57,100
4,"prevalence",0.35,2,154,"GLaD_0.5_weighted",0.07,100
4,"prevalence",0.35,2,154,"GLaD_1_unweighted",0.35,100
4,"prevalence",0.35,2,154,"GLaD_1_weighted",0.07,100
4,"prevalence",0.35,2,154,"GUniFrac",0.16,100
4,"prevalence",0.35,2,154,"aitchison",0.29,100
4,"prevalence",0.35,2,154,"bray",0.05,100
4,"prevalence",0.35,2,154,"euclidean",0.06,100
4,"prevalence",0.35,2,154,"jaccard",0.05,100
4,"prevalence",0.35,2,154,"unifrac_unweighted",0.33,100
4,"prevalence",0.35,2,154,"unifrac_weighted_phyloseq",0.1,100
4,"prevalence",0.4,2,154,"GLaD_0.5_unweighted",0.78,100
4,"prevalence",0.4,2,154,"GLaD_0.5_weighted",0.06,100
4,"prevalence",0.4,2,154,"GLaD_1_unweighted",0.38,100
4,"prevalence",0.4,2,154,"GLaD_1_weighted",0.08,100
4,"prevalence",0.4,2,154,"GUniFrac",0.12,100
4,"prevalence",0.4,2,154,"aitchison",0.39,100
4,"prevalence",0.4,2,154,"bray",0.06,100
4,"prevalence",0.4,2,154,"euclidean",0.04,100
4,"prevalence",0.4,2,154,"jaccard",0.07,100
4,"prevalence",0.4,2,154,"unifrac_unweighted",0.5,100
4,"prevalence",0.4,2,154,"unifrac_weighted_phyloseq",0.07,100
4,"prevalence",0.45,2,154,"GLaD_0.5_unweighted",0.82,100
4,"prevalence",0.45,2,154,"GLaD_0.5_weighted",0.06,100
4,"prevalence",0.45,2,154,"GLaD_1_unweighted",0.49,100
4,"prevalence",0.45,2,154,"GLaD_1_weighted",0.07,100
4,"prevalence",0.45,2,154,"GUniFrac",0.17,100
4,"prevalence",0.45,2,154,"aitchison",0.56,100
4,"prevalence",0.45,2,154,"bray",0.08,100
4,"prevalence",0.45,2,154,"euclidean",0.05,100
4,"prevalence",0.45,2,154,"jaccard",0.11,100
4,"prevalence",0.45,2,154,"unifrac_unweighted",0.56,100
4,"prevalence",0.45,2,154,"unifrac_weighted_phyloseq",0.07,100
4,"prevalence",0.5,2,154,"GLaD_0.5_unweighted",0.97,100
4,"prevalence",0.5,2,154,"GLaD_0.5_weighted",0.15,100
4,"prevalence",0.5,2,154,"GLaD_1_unweighted",0.65,100
4,"prevalence",0.5,2,154,"GLaD_1_weighted",0.17,100
4,"prevalence",0.5,2,154,"GUniFrac",0.2,100
4,"prevalence",0.5,2,154,"aitchison",0.58,100
4,"prevalence",0.5,2,154,"bray",0.07,100
4,"prevalence",0.5,2,154,"euclidean",0.04,100
4,"prevalence",0.5,2,154,"jaccard",0.05,100
4,"prevalence",0.5,2,154,"unifrac_unweighted",0.73,100
4,"prevalence",0.5,2,154,"unifrac_weighted_phyloseq",0.12,100
4,"prevalence",0.55,2,154,"GLaD_0.5_unweighted",1,100
4,"prevalence",0.55,2,154,"GLaD_0.5_weighted",0.12,100
4,"prevalence",0.55,2,154,"GLaD_1_unweighted",0.67,100
4,"prevalence",0.55,2,154,"GLaD_1_weighted",0.12,100
4,"prevalence",0.55,2,154,"GUniFrac",0.26,100
4,"prevalence",0.55,2,154,"aitchison",0.83,100
4,"prevalence",0.55,2,154,"bray",0.12,100
4,"prevalence",0.55,2,154,"euclidean",0.04,100
4,"prevalence",0.55,2,154,"jaccard",0.11,100
4,"prevalence",0.55,2,154,"unifrac_unweighted",0.89,100
4,"prevalence",0.55,2,154,"unifrac_weighted_phyloseq",0.16,100
4,"prevalence",0.6,2,154,"GLaD_0.5_unweighted",0.99,100
4,"prevalence",0.6,2,154,"GLaD_0.5_weighted",0.14,100
4,"prevalence",0.6,2,154,"GLaD_1_unweighted",0.77,100
4,"prevalence",0.6,2,154,"GLaD_1_weighted",0.1,100
4,"prevalence",0.6,2,154,"GUniFrac",0.32,100
4,"prevalence",0.6,2,154,"aitchison",0.92,100
4,"prevalence",0.6,2,154,"bray",0.12,100
4,"prevalence",0.6,2,154,"euclidean",0.07,100
4,"prevalence",0.6,2,154,"jaccard",0.14,100
4,"prevalence",0.6,2,154,"unifrac_unweighted",0.96,100
4,"prevalence",0.6,2,154,"unifrac_weighted_phyloseq",0.16,100
4,"prevalence",0.65,2,154,"GLaD_0.5_unweighted",1,100
4,"prevalence",0.65,2,154,"GLaD_0.5_weighted",0.2,100
4,"prevalence",0.65,2,154,"GLaD_1_unweighted",0.85,100
4,"prevalence",0.65,2,154,"GLaD_1_weighted",0.17,100
4,"prevalence",0.65,2,154,"GUniFrac",0.55,100
4,"prevalence",0.65,2,154,"aitchison",0.94,100
4,"prevalence",0.65,2,154,"bray",0.17,100
4,"prevalence",0.65,2,154,"euclidean",0.08,100
4,"prevalence",0.65,2,154,"jaccard",0.18,100
4,"prevalence",0.65,2,154,"unifrac_unweighted",0.98,100
4,"prevalence",0.65,2,154,"unifrac_weighted_phyloseq",0.21,100
4,"prevalence",0.7,2,154,"GLaD_0.5_unweighted",1,100
4,"prevalence",0.7,2,154,"GLaD_0.5_weighted",0.15,100
4,"prevalence",0.7,2,154,"GLaD_1_unweighted",0.91,100
4,"prevalence",0.7,2,154,"GLaD_1_weighted",0.1,100
4,"prevalence",0.7,2,154,"GUniFrac",0.52,100
4,"prevalence",0.7,2,154,"aitchison",0.99,100
4,"prevalence",0.7,2,154,"bray",0.16,100
4,"prevalence",0.7,2,154,"euclidean",0.05,100
4,"prevalence",0.7,2,154,"jaccard",0.16,100
4,"prevalence",0.7,2,154,"unifrac_unweighted",0.99,100
4,"prevalence",0.7,2,154,"unifrac_weighted_phyloseq",0.18,100
4,"prevalence",0.75,2,154,"GLaD_0.5_unweighted",1,100
4,"prevalence",0.75,2,154,"GLaD_0.5_weighted",0.2,100
4,"prevalence",0.75,2,154,"GLaD_1_unweighted",0.91,100
4,"prevalence",0.75,2,154,"GLaD_1_weighted",0.19,100
4,"prevalence",0.75,2,154,"GUniFrac",0.65,100
4,"prevalence",0.75,2,154,"aitchison",0.98,100
4,"prevalence",0.75,2,154,"bray",0.15,100
4,"prevalence",0.75,2,154,"euclidean",0.02,100
4,"prevalence",0.75,2,154,"jaccard",0.16,100
4,"prevalence",0.75,2,154,"unifrac_unweighted",1,100
4,"prevalence",0.75,2,154,"unifrac_weighted_phyloseq",0.22,100
4,"prevalence",0.8,2,154,"GLaD_0.5_unweighted",1,100
4,"prevalence",0.8,2,154,"GLaD_0.5_weighted",0.28,100
4,"prevalence",0.8,2,154,"GLaD_1_unweighted",0.94,100
4,"prevalence",0.8,2,154,"GLaD_1_weighted",0.26,100
4,"prevalence",0.8,2,154,"GUniFrac",0.77,100
4,"prevalence",0.8,2,154,"aitchison",1,100
4,"prevalence",0.8,2,154,"bray",0.28,100
4,"prevalence",0.8,2,154,"euclidean",0.09,100
4,"prevalence",0.8,2,154,"jaccard",0.28,100
4,"prevalence",0.8,2,154,"unifrac_unweighted",1,100
4,"prevalence",0.8,2,154,"unifrac_weighted_phyloseq",0.39,100
4,"prevalence",0.85,2,154,"GLaD_0.5_unweighted",1,100
4,"prevalence",0.85,2,154,"GLaD_0.5_weighted",0.26,100
4,"prevalence",0.85,2,154,"GLaD_1_unweighted",0.98,100
4,"prevalence",0.85,2,154,"GLaD_1_weighted",0.17,100
4,"prevalence",0.85,2,154,"GUniFrac",0.86,100
4,"prevalence",0.85,2,154,"aitchison",1,100
4,"prevalence",0.85,2,154,"bray",0.34,100
4,"prevalence",0.85,2,154,"euclidean",0.11,100
4,"prevalence",0.85,2,154,"jaccard",0.34,100
4,"prevalence",0.85,2,154,"unifrac_unweighted",1,100
4,"prevalence",0.85,2,154,"unifrac_weighted_phyloseq",0.37,100
4,"prevalence",0.9,2,154,"GLaD_0.5_unweighted",1,100
4,"prevalence",0.9,2,154,"GLaD_0.5_weighted",0.3,100
4,"prevalence",0.9,2,154,"GLaD_1_unweighted",0.98,100
4,"prevalence",0.9,2,154,"GLaD_1_weighted",0.27,100
4,"prevalence",0.9,2,154,"GUniFrac",0.93,100
4,"prevalence",0.9,2,154,"aitchison",1,100
4,"prevalence",0.9,2,154,"bray",0.3,100
4,"prevalence",0.9,2,154,"euclidean",0.07,100
4,"prevalence",0.9,2,154,"jaccard",0.27,100
4,"prevalence",0.9,2,154,"unifrac_unweighted",1,100
4,"prevalence",0.9,2,154,"unifrac_weighted_phyloseq",0.38,100
4,"prevalence",0.95,2,154,"GLaD_0.5_unweighted",1,100
4,"prevalence",0.95,2,154,"GLaD_0.5_weighted",0.28,100
4,"prevalence",0.95,2,154,"GLaD_1_unweighted",0.99,100
4,"prevalence",0.95,2,154,"GLaD_1_weighted",0.23,100
4,"prevalence",0.95,2,154,"GUniFrac",0.97,100
4,"prevalence",0.95,2,154,"aitchison",1,100
4,"prevalence",0.95,2,154,"bray",0.3,100
4,"prevalence",0.95,2,154,"euclidean",0.07,100
4,"prevalence",0.95,2,154,"jaccard",0.31,100
4,"prevalence",0.95,2,154,"unifrac_unweighted",1,100
4,"prevalence",0.95,2,154,"unifrac_weighted_phyloseq",0.4,100
4,"prevalence",1,2,154,"GLaD_0.5_unweighted",1,100
4,"prevalence",1,2,154,"GLaD_0.5_weighted",0.39,100
4,"prevalence",1,2,154,"GLaD_1_unweighted",0.99,100
4,"prevalence",1,2,154,"GLaD_1_weighted",0.32,100
4,"prevalence",1,2,154,"GUniFrac",0.98,100
4,"prevalence",1,2,154,"aitchison",1,100
4,"prevalence",1,2,154,"bray",0.35,100
4,"prevalence",1,2,154,"euclidean",0.04,100
4,"prevalence",1,2,154,"jaccard",0.37,100
4,"prevalence",1,2,154,"unifrac_unweighted",1,100
4,"prevalence",1,2,154,"unifrac_weighted_phyloseq",0.57,100
6,"abundance",0.05,2,103,"GLaD_0.5_unweighted",0.05,100
6,"abundance",0.05,2,103,"GLaD_0.5_weighted",0.05,100
6,"abundance",0.05,2,103,"GLaD_1_unweighted",0.08,100
6,"abundance",0.05,2,103,"GLaD_1_weighted",0.07,100
6,"abundance",0.05,2,103,"GUniFrac",0.04,100
6,"abundance",0.05,2,103,"aitchison",0.07,100
6,"abundance",0.05,2,103,"bray",0.03,100
6,"abundance",0.05,2,103,"euclidean",0.07,100
6,"abundance",0.05,2,103,"jaccard",0.02,100
6,"abundance",0.05,2,103,"unifrac_unweighted",0.07,100
6,"abundance",0.05,2,103,"unifrac_weighted_phyloseq",0.03,100
6,"abundance",0.1,2,103,"GLaD_0.5_unweighted",0.05,100
6,"abundance",0.1,2,103,"GLaD_0.5_weighted",0.07,100
6,"abundance",0.1,2,103,"GLaD_1_unweighted",0.06,100
6,"abundance",0.1,2,103,"GLaD_1_weighted",0.05,100
6,"abundance",0.1,2,103,"GUniFrac",0.03,100
6,"abundance",0.1,2,103,"aitchison",0.07,100
6,"abundance",0.1,2,103,"bray",0.03,100
6,"abundance",0.1,2,103,"euclidean",0.05,100
6,"abundance",0.1,2,103,"jaccard",0.04,100
6,"abundance",0.1,2,103,"unifrac_unweighted",0.04,100
6,"abundance",0.1,2,103,"unifrac_weighted_phyloseq",0.07,100
6,"abundance",0.15,2,103,"GLaD_0.5_unweighted",0.03,100
6,"abundance",0.15,2,103,"GLaD_0.5_weighted",0.12,100
6,"abundance",0.15,2,103,"GLaD_1_unweighted",0.08,100
6,"abundance",0.15,2,103,"GLaD_1_weighted",0.1,100
6,"abundance",0.15,2,103,"GUniFrac",0.14,100
6,"abundance",0.15,2,103,"aitchison",0.02,100
6,"abundance",0.15,2,103,"bray",0.06,100
6,"abundance",0.15,2,103,"euclidean",0.08,100
6,"abundance",0.15,2,103,"jaccard",0.09,100
6,"abundance",0.15,2,103,"unifrac_unweighted",0.02,100
6,"abundance",0.15,2,103,"unifrac_weighted_phyloseq",0.11,100
6,"abundance",0.2,2,103,"GLaD_0.5_unweighted",0.07,100
6,"abundance",0.2,2,103,"GLaD_0.5_weighted",0.18,100
6,"abundance",0.2,2,103,"GLaD_1_unweighted",0.06,100
6,"abundance",0.2,2,103,"GLaD_1_weighted",0.18,100
6,"abundance",0.2,2,103,"GUniFrac",0.12,100
6,"abundance",0.2,2,103,"aitchison",0.08,100
6,"abundance",0.2,2,103,"bray",0.08,100
6,"abundance",0.2,2,103,"euclidean",0.05,100
6,"abundance",0.2,2,103,"jaccard",0.06,100
6,"abundance",0.2,2,103,"unifrac_unweighted",0.07,100
6,"abundance",0.2,2,103,"unifrac_weighted_phyloseq",0.17,100
6,"abundance",0.25,2,103,"GLaD_0.5_unweighted",0.05,100
6,"abundance",0.25,2,103,"GLaD_0.5_weighted",0.3,100
6,"abundance",0.25,2,103,"GLaD_1_unweighted",0.04,100
6,"abundance",0.25,2,103,"GLaD_1_weighted",0.28,100
6,"abundance",0.25,2,103,"GUniFrac",0.16,100
6,"abundance",0.25,2,103,"aitchison",0.03,100
6,"abundance",0.25,2,103,"bray",0.13,100
6,"abundance",0.25,2,103,"euclidean",0.12,100
6,"abundance",0.25,2,103,"jaccard",0.12,100
6,"abundance",0.25,2,103,"unifrac_unweighted",0.05,100
